@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
?,0,2,0,11,?,5617,0,0.241847,59,?
0,0,1,0,20,7794,0.217191,0,0.027801,69,?
0,0,1,0,19,9870,0.654645,0,0.621221,66,?
0,0,1,0,7,8725,0.421499,0,0.113836,34,?
1,0,2,0,3,10500,0.364632,0,1,49,?
1,0,2,0,5,7250,0.341746,0,0.123755,37,?
0,0,2,0,22,9200,0.767308,1,0.287737,74,?
2,0,2,0,7,9537,0.309918,0,0.927564,42,?
1,0,1,0,7,4000,0.35891,0,0.29313,60,?
0,0,0,0,13,2500,0.016393,0,0.06842,74,?
0,0,6,0,18,10216,1.016541,0,0.029744,61,?
0,0,2,0,11,7517,0.383879,0,0.61237,58,?
1,0,0,0,5,6550,0.163792,0,0.946173,38,?
0,0,0,0,8,2975,0.663978,1,1.060646,39,?
0,0,1,0,14,4833,0.151427,0,0.022218,58,?
0,0,0,0,13,5848,0.271499,1,0.379757,57,?
0,0,0,0,8,3250,0.008613,0,0.022836,63,?
0,0,1,0,5,11900,0.32972,0,0.654505,41,?
0,0,1,0,16,7583,0.386076,0,0.307544,50,?
0,0,13,0,33,8333,3.570074,1,0.30339,47,?
0,0,2,0,7,3875,0.277864,0,0.005142,63,?
0,0,0,0,4,5388,0.028206,0,0.121839,61,?
0,0,1,0,7,?,807,0,0.217764,54,?
1,0,1,0,7,7000,0.25782,0,0.113934,41,?
0,0,1,0,12,10000,0.108689,0,0.008802,62,?
0,0,1,0,11,6251,0.097729,0,0.024304,73,?
?,0,1,0,12,?,1428,0,0.147801,59,?
0,0,0,0,12,2610,0.247415,0,0,63,?
1,0,1,0,7,458,6.24183,0,0.800577,48,?
0,0,0,0,6,2000,0.001999,0,0,82,?
0,1,0,2,6,?,185,0,0.247898,54,?
1,0,1,0,12,?,696,0,0.057389,67,?
2,0,2,0,10,?,6101,0,0.290803,37,?
2,0,0,0,1,4000,0.006498,0,0.35026,62,?
0,0,1,0,4,2300,0.681443,0,0.515799,66,?
0,0,1,0,8,10083,0.276478,0,0.046665,54,?
1,1,2,0,6,6792,0.282202,0,1.021933,62,?
1,0,2,0,8,6141,0.439433,0,0.278636,50,?
1,2,1,0,13,11053,0.27628,1,0.685391,60,?
3,0,1,0,8,5000,0.783243,0,0.614415,46,?
0,0,1,0,24,8050,0.271892,0,0.888424,49,?
1,0,0,0,10,40000,0.01065,0,0.062215,50,?
0,0,0,1,4,1200,0.17985,3,1.261337,34,?
1,0,1,0,21,4750,0.836035,1,0.182434,40,?
0,0,1,0,12,?,1054,0,0.001629,56,?
1,0,1,0,10,4246,0.083588,0,0.00599,64,?
0,0,3,0,16,?,4278,0,0.214356,59,?
0,0,1,0,4,3519,0.44858,0,0.683154,78,?
0,1,4,1,9,9824,0.529567,1,0.998023,49,?
1,0,2,0,10,5700,0.43659,0,0.35023,41,?
0,0,1,0,5,?,1641,0,0.006892,69,?
0,0,2,0,8,17967,0.177482,0,0.114907,74,?
1,0,0,0,7,6200,0.016449,0,0.034293,62,?
0,0,0,0,1,1771,0.004515,0,0.538922,32,?
0,0,1,1,5,?,1462,0,0.682764,46,?
2,0,0,0,15,6333,0.073571,0,0.565791,53,?
2,0,1,0,17,3100,0.738794,2,0.898551,46,?
0,98,0,98,0,3600,0,98,1,45,?
0,0,0,2,4,?,548,1,1.48728,33,?
3,0,0,0,12,?,1579,0,0.739022,37,?
3,0,0,1,2,4300,0.175076,1,1,49,?
1,0,1,0,9,?,3643,0,0.973144,42,?
4,0,1,0,11,0,2915,0,0.031945,38,?
0,0,1,0,5,7750,0.21365,0,0.148142,67,?
3,0,3,0,8,12500,0.528598,0,0.137112,40,?
0,0,2,0,12,13750,0.25889,0,0.475673,55,?
0,0,0,4,3,1600,0.240475,1,1,43,?
2,0,1,0,5,8096,0.167346,0,0.017841,52,?
0,0,1,0,3,4706,0.162311,0,0.282016,41,?
1,0,2,0,7,9999,0.3392,0,0.25372,43,?
3,0,0,0,10,5500,0.280313,0,0.334331,39,?
1,0,2,0,12,10240,0.165121,1,0.325533,47,?
3,0,2,0,6,10833,0.288998,0,0.037424,60,?
1,0,1,0,13,3400,0.864452,0,0.241805,30,?
0,0,0,0,1,716,0.011158,0,1,29,?
0,0,0,0,6,?,65,0,0.050955,62,?
0,0,0,0,12,?,690,0,0.069903,56,?
3,0,0,0,8,3516,0.021325,0,0.08285,44,?
1,0,1,0,7,5133,0.45559,0,0.473954,51,?
1,0,1,0,10,5872,0.533969,0,0.428475,52,?
2,0,2,0,15,4500,0.656521,1,0.021459,53,?
0,0,2,0,16,5416,0.820749,0,0.013881,44,?
0,0,0,1,0,?,21,0,1,23,?
1,0,2,0,16,12709,0.442486,1,0.160063,64,?
0,0,1,0,12,5873,0.439564,0,0.004588,61,?
0,0,1,0,11,6666,0.374381,0,0.456859,34,?
2,0,1,0,6,4475,0.132708,0,0.004628,40,?
2,0,1,0,13,10000,0.588941,0,0.293031,46,?
1,0,2,0,18,14730,0.259589,0,0.035186,56,?
1,0,0,0,8,7500,0.061192,2,0.767114,68,?
2,0,1,0,23,28100,0.24686,2,0.094206,49,?
0,0,1,0,7,2400,0.293211,0,0.005157,58,?
2,0,0,0,11,8000,0.351456,1,0.689534,40,?
1,0,0,0,2,?,0,0,0,38,?
2,0,2,0,24,8080,0.505383,0,0.289095,49,?
0,0,0,0,9,2500,0.001599,0,0,35,?
?,0,0,0,3,?,5,0,0.034393,84,?
0,0,2,0,8,7575,0.828141,0,0.940669,41,?
1,0,0,0,9,4433,0.366712,2,0.521264,58,?
0,0,1,0,6,10000,0.20008,0,0.017445,55,?
0,0,3,0,12,9583,0.392425,0,0.011916,59,?
3,0,2,0,9,10250,0.227392,0,0.218812,56,?
0,1,1,0,9,8750,0.255285,5,0.826827,59,?
0,0,1,0,15,13200,0.069389,0,0.027847,73,?
4,0,1,0,8,12400,0.219982,0,0.227372,61,?
3,0,1,0,7,?,3158,0,0.323587,46,?
1,0,1,1,4,55396,0.026752,2,0.874251,47,?
1,0,3,0,10,7300,0.551157,0,0.83394,55,?
0,0,1,0,12,3761,0.410154,0,0.118827,40,?
4,0,0,0,12,6000,0.354108,1,0.294534,42,?
0,0,1,0,14,10416,0.501488,3,0.783845,47,?
0,0,0,0,9,5875,0.072158,0,0.080783,60,?
3,0,0,0,5,3300,0.154196,1,0.04358,39,?
3,0,0,0,8,2779,0.395324,0,0.725459,30,?
5,2,0,3,5,5700,0.233994,0,1.043912,49,?
0,0,1,0,10,?,1199,0,0.010682,67,?
0,0,4,0,14,?,4983,0,0.630141,42,?
0,0,0,0,2,0,184,0,0.24539,45,?
0,0,2,0,7,4470,0.269738,0,0.058155,38,?
0,0,1,0,13,7830,0.35219,0,0.226787,56,?
0,0,1,0,15,4625,0.477518,0,0.873622,28,?
?,0,0,0,1,?,5,0,1,38,?
0,0,2,0,17,9333,0.233233,0,0.043409,52,?
0,0,1,0,4,3066,0.359309,0,0,71,?
3,0,3,0,16,13333,0.258212,1,0.194214,57,?
4,0,0,0,4,9533,2.190896,0,0.25185,50,?
1,0,1,0,6,14557,0.214178,0,0,45,?
2,0,2,0,6,4412,0.364378,0,1,42,?
0,0,0,0,15,0,990,1,0.014146,68,?
0,0,1,0,8,4000,0.225694,0,0.109148,63,?
0,0,1,0,7,13000,0.224906,0,0.003518,64,?
0,0,2,0,11,?,2687,1,0.229104,36,?
0,0,1,0,8,5500,0.2974,0,0,34,?
0,0,0,0,6,5833,0.099589,0,0.324862,28,?
1,0,6,0,11,8800,0.742757,1,0.625697,39,?
2,1,0,0,2,5900,0,0,1,43,?
0,0,2,0,6,8269,0.397219,0,1,62,?
1,0,1,0,2,?,541,0,1,61,?
3,0,0,0,8,4000,0.489628,0,0.552383,54,?
3,0,0,0,7,17000,0.068467,0,0.37404,50,?
0,0,1,0,14,3716,0.432876,1,0.058496,46,?
0,0,2,0,10,11583,0.254403,4,0.102286,59,?
0,0,0,0,3,3000,0.019327,0,0.288634,37,?
0,0,0,0,2,4200,0.007141,0,0.063371,75,?
0,1,0,0,1,?,245,0,1,37,?
0,0,2,1,9,6123,0.431091,0,0.327249,53,?
1,0,1,0,11,8780,0.427969,0,0.205851,39,?
0,0,3,0,9,?,2662,0,0,38,?
0,0,2,0,5,11000,0.209708,1,0.891412,57,?
1,0,4,0,13,2850,0.913013,1,0.017882,66,?
0,0,1,0,2,?,1457,0,1,33,?
0,1,0,0,13,4500,0.20551,0,0.105563,35,?
0,0,8,0,12,9416,1.608793,0,0.393921,54,?
0,0,1,0,17,?,1815,0,0.066293,68,?
0,0,0,0,7,5093,0.268748,0,0.755631,67,?
0,0,0,0,6,7000,0.011713,0,0.041628,66,?
0,0,0,0,16,12000,0.046079,0,0.093401,65,?
1,0,3,0,10,14000,0.439969,0,0.119112,57,?
4,0,2,0,8,5000,0.559488,3,0.886111,52,?
0,0,1,0,3,8333,0.003,0,1,62,?
1,0,0,0,7,8600,0.058249,0,0.09835,44,?
0,0,0,0,2,1800,0.23598,0,1.01998,28,?
2,0,1,0,4,8300,0.08252,0,0.002193,62,?
1,0,1,0,5,?,2505,0,0.701623,30,?
0,0,0,0,3,9171,0.08853,0,0.277307,58,?
1,1,0,0,1,?,36,0,1,28,?
0,0,1,0,11,?,508,0,0.002995,55,?
3,0,1,0,10,14166,0.244865,2,0.490189,48,?
2,0,0,0,10,1,12.5,0,0.012187,60,?
0,0,1,0,12,1000,1.071928,1,0.187116,59,?
?,0,1,0,6,?,404,0,0.038848,69,?
0,0,0,0,17,4314,0.084125,0,0.009043,72,?
2,0,2,0,10,5916,0.207369,3,0.761938,49,?
0,0,0,0,7,?,315,0,0.1989,80,?
0,0,0,0,4,?,746,0,0.988391,40,?
0,0,0,0,5,?,16,0,0.008662,75,?
1,0,2,0,8,5316,0.167388,0,0.539101,48,?
0,0,0,0,4,3700,0.149959,0,0.534482,67,?
0,0,1,0,8,5250,0.287945,1,0.644677,55,?
3,0,3,0,9,7166,0.264825,0,0.216732,50,?
0,0,0,0,2,1200,0.003331,0,0.005614,88,?
0,0,1,0,8,?,3205,0,0.018349,63,?
0,0,1,0,13,1751,0.769406,0,0.053144,74,?
0,0,1,0,3,7000,0.18226,0,0,69,?
3,0,1,0,15,11580,0.122442,0,0.000975,55,?
0,98,0,98,0,3545,0,98,1,21,?
0,0,0,0,6,0,131,0,0.186813,24,?
1,0,0,0,7,5100,0.133111,0,0.309012,32,?
0,0,0,0,2,?,30,0,0.082395,51,?
2,0,1,0,7,5600,0.425281,0,0.272929,33,?
?,0,0,0,3,?,42,0,0.283543,25,?
0,0,0,0,8,2506,0.015955,0,0.019465,69,?
1,1,1,2,2,2927,0.347336,0,0.556412,44,?
0,0,1,0,9,3983,0.588604,0,0.909317,35,?
0,0,0,0,3,1000,0.285714,0,1.038213,24,?
0,0,2,0,12,9823,0.538783,0,0.243929,57,?
2,0,2,0,8,5625,0.775507,0,0.674177,54,?
0,0,1,0,3,7051,0.238514,0,0.245192,53,?
0,0,1,0,6,?,703,0,0.328135,63,?
1,1,0,0,15,3254,0.11275,4,0.048061,33,?
1,0,2,0,16,13500,0.372491,0,0.479779,61,?
?,0,0,0,1,?,0,0,1,92,?
?,0,1,0,10,?,943,0,0.014499,62,?
2,0,2,0,9,13917,0.205202,0,0.079892,55,?
0,0,0,0,6,0,33,0,0.016087,61,?
1,0,0,0,6,6400,0.07077,0,0.009447,70,?
0,0,1,0,9,7692,0.325361,0,0.059226,58,?
1,0,1,0,8,3734,0.387416,0,0,40,?
0,0,0,0,2,?,788,0,0.900808,46,?
3,0,1,0,10,3008750,0.00147,0,0.007328,52,?
0,0,0,0,4,8716,0.038201,0,0.287179,45,?
2,0,0,0,11,3400,0.447809,2,0.563464,27,?
1,0,1,0,10,?,2637,0,0.997819,25,?
0,0,5,0,15,4674,2.421604,0,0.492373,55,?
0,0,2,0,6,2114,0.520095,0,0.308704,40,?
0,0,0,0,13,58333,0.000086,1,0.002126,66,?
0,0,1,0,8,5083,0.164044,0,0.10341,69,?
2,0,2,0,14,5405,0.589345,0,0.443657,43,?
1,0,0,0,9,7800,0.11255,0,0.043453,58,?
1,0,0,0,13,5214,0.185235,0,0.016265,63,?
2,0,3,0,17,8599,0.401512,0,0.358099,59,?
0,0,0,0,9,3700,0.197244,1,0.400666,30,?
0,0,0,0,17,10500,0.001905,0,0.005213,81,?
3,0,1,0,4,4531,0.657546,0,0.035799,46,?
0,0,1,0,13,8700,0.222388,0,0.374514,51,?
0,0,0,0,4,4400,0.172461,0,1,35,?
0,0,0,0,2,?,21,0,0.202444,48,?
0,0,0,0,5,4505,0.097426,0,0,41,?
0,0,0,0,8,750,0.541944,0,0.42181,25,?
2,0,1,0,5,15302,0.145396,0,0.589725,58,?
0,1,0,1,7,700,1.041369,0,0.181796,41,?
0,0,1,0,3,3300,0.57013,0,0.442822,42,?
0,0,2,0,9,7000,0.389373,0,0.716284,46,?
0,0,1,0,16,7973,0.420115,0,0.26197,61,?
0,0,0,0,7,10500,0.047805,0,0.085906,77,?
0,0,3,0,16,19100,0.505785,5,0.33266,58,?
0,0,1,0,8,1838,0.987493,0,0.212193,46,?
0,0,2,0,20,6016,0.431777,0,0.464157,76,?
2,0,2,0,3,4835,0.392473,0,0.704197,44,?
0,0,0,0,7,3200,0.115276,0,0.317779,38,?
4,0,4,0,17,9766,0.284734,0,0.110492,67,?
0,0,0,0,7,5698,0.006141,1,0.000427,73,?
0,0,0,0,5,3833,0.160407,0,0.392348,35,?
0,0,0,0,2,3333,0.008998,0,0.151385,29,?
0,0,0,0,3,3500,0.005713,0,0.03747,31,?
0,0,0,0,5,2900,0.074112,0,0.067406,33,?
0,0,0,0,8,?,1,0,0.000827,58,?
1,0,4,0,9,7250,0.663771,0,0.413989,33,?
2,0,0,0,2,5200,0.010383,0,0.264961,49,?
2,0,2,0,9,6000,0.375437,0,0.53746,50,?
0,0,0,0,8,4166,0.010319,0,0.135101,34,?
0,0,2,0,10,9750,0.297611,0,0.841451,31,?
0,0,0,2,3,4000,0.136216,2,1.589158,39,?
3,0,3,0,10,3000,0.766411,0,0.226658,34,?
0,0,2,0,13,?,5224,0,0.564252,73,?
2,1,1,0,10,?,4124,0,0.18372,57,?
0,0,3,0,9,?,1941,1,0.073813,81,?
0,0,0,0,5,3000,0.205265,1,1.030139,59,?
1,0,0,0,6,4322,0.149202,0,0.701863,33,?
0,0,0,2,1,4600,0.028907,0,1,27,?
0,0,0,0,8,1,74.5,0,0.009619,60,?
0,0,0,1,9,3200,0.139956,1,1,40,?
0,0,0,0,2,6290,0.050072,0,0.265521,38,?
2,0,2,0,8,5669,0.553968,0,0.969049,38,?
2,0,1,1,6,3168,0.475229,0,0.298693,43,?
0,0,0,0,6,4308,0.121142,0,0.21552,37,?
0,0,1,0,11,0,4896,0,0.012727,83,?
0,1,0,0,4,3500,0.001714,0,1,41,?
0,0,0,0,2,2845,0.000703,0,0.073926,23,?
0,0,0,0,4,16200,0,0,1,49,?
1,0,1,0,14,4200,0.835991,0,0.946082,59,?
2,0,1,0,6,5800,0.225478,0,0.541807,45,?
0,0,2,0,5,?,5395,0,0.005733,59,?
0,0,2,0,10,6666,0.526474,0,0.591211,46,?
