@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
0,0,0,0,3,1000,0.518482,0,1,66,?
1,0,5,0,20,15833,0.58747,0,0.679605,58,?
0,0,1,0,9,5698,0.192841,0,0.04358,62,?
0,0,0,0,2,2550,0.109761,1,1.003992,28,?
1,0,0,0,10,3970,0.056661,1,0.895681,57,?
1,0,2,0,22,11666,0.259364,0,0.194979,57,?
0,0,1,0,8,5989,0.428881,0,0.948017,42,?
1,0,2,0,12,13000,0.295823,0,0.077114,75,?
0,0,0,0,9,7850,0.136288,0,0.019074,70,?
0,0,1,0,19,?,3995,1,0.35453,49,?
0,0,0,0,8,5300,0,0,0,80,?
1,0,1,0,12,?,2316,0,0,52,?
3,0,1,0,12,7000,0.269676,0,0.261554,47,?
3,0,2,0,13,7583,0.268592,0,0.042296,42,?
0,0,0,0,3,1350,0.219097,0,0.629874,26,?
1,0,2,0,14,9500,0.461109,0,0.208045,53,?
0,0,1,0,3,?,922,0,0,58,?
0,0,3,0,10,8833,0.644555,0,0.295019,62,?
0,0,2,0,16,5063,0.62342,0,0.237873,51,?
0,0,2,0,9,?,2591,0,1,75,?
2,0,1,0,20,10579,0.115028,0,0,44,?
1,2,2,7,7,3712,0.996499,2,0.988005,31,?
0,0,1,0,9,?,1452,0,0.192301,57,?
1,0,1,0,7,4416,0.450532,0,0.288598,39,?
3,0,2,0,24,9820,0.526423,0,0.173079,39,?
0,0,2,0,9,4583,0.747164,0,0.616946,63,?
0,0,1,0,4,3250,0.20363,0,0.104316,55,?
0,1,0,1,2,10416,0.032543,0,1,58,?
?,0,1,0,2,?,1446,0,0.073847,31,?
2,0,2,0,15,6233,0.919955,1,0.226938,39,?
0,0,2,0,11,?,2627,0,0.191738,51,?
2,0,2,0,10,9750,0.308276,0,0.006071,62,?
0,0,0,0,2,3800,0.003946,1,0.516966,55,?
0,0,1,0,10,7500,0.204906,0,0.005741,58,?
0,0,0,0,9,7800,0.206256,0,0.00595,48,?
1,0,0,0,6,7844,0.001275,0,0.005188,64,?
0,0,1,0,4,3500,0.436447,0,0.065625,48,?
0,0,1,0,14,?,3166,0,0.886754,52,?
0,0,3,0,10,?,13251,1,0.316431,69,?
3,0,1,0,7,9800,0.566371,0,0.166468,52,?
0,0,0,0,6,2400,0.465223,0,0.625346,53,?
1,0,0,0,4,5416,0.003323,0,0.020643,61,?
2,0,2,0,14,11400,0.131743,0,0.079014,54,?
0,0,1,0,9,3195,0.228098,0,0.014319,72,?
0,0,4,0,11,8000,0.468441,1,0.002709,61,?
0,1,0,3,2,?,1330,1,1,34,?
2,0,1,0,4,0,977,1,0.184198,35,?
0,0,1,0,7,?,2066,0,0.134456,50,?
0,0,2,0,6,7161,0.179419,0,0.091492,68,?
0,0,1,0,9,1300,0.476556,0,0.530161,33,?
1,0,2,0,11,?,3840,0,0.336867,36,?
0,0,0,0,1,4500,0.004221,0,0.066493,69,?
0,0,1,0,17,6000,0.41793,0,0.285903,40,?
0,0,3,0,24,2750,2.711741,0,0.344153,54,?
0,0,1,0,12,?,1488,0,0.063459,56,?
1,1,2,0,22,5700,0.377828,2,0.004189,53,?
0,0,3,0,13,13000,0.37351,0,0.649172,71,?
1,0,1,0,9,6672,0.22149,0,0,59,?
1,0,2,0,16,6278,0.40086,0,0.15371,64,?
2,0,1,0,9,7000,0.359234,0,0.509675,36,?
0,0,1,0,10,4854,0.390937,0,0.619607,53,?
0,0,2,0,13,0,2944,0,0.380214,62,?
0,0,0,0,3,?,621,0,0.789442,32,?
0,0,0,0,11,4060,0.324797,3,0.997231,46,?
0,0,1,0,10,?,1158,0,0.152824,58,?
1,0,3,0,15,7100,0.458386,1,0.108773,66,?
2,1,1,1,6,4878,0.330396,1,0.438341,37,?
1,0,4,0,9,8500,0.509705,1,1,52,?
2,0,1,0,9,6033,0.622638,0,0.374871,40,?
0,0,1,0,7,6916,0.245627,0,0.367158,35,?
3,0,0,0,7,13167,0.118545,1,0.992627,36,?
3,0,0,0,5,3351,0.192422,0,0.226033,38,?
0,0,2,0,10,2500,1.320272,0,0.888548,44,?
0,0,0,0,0,4333,0.000231,0,1,55,?
3,0,1,0,8,9764,0.249872,0,0.060858,47,?
1,1,2,2,4,?,3539,3,1,36,?
4,2,0,0,1,2000,0.005497,0,1.282392,35,?
2,0,1,0,3,11000,0.158531,0,1,41,?
0,0,2,0,10,5175,0.714838,0,0.635867,63,?
2,0,1,0,7,12975,0.256242,1,0,51,?
0,0,0,0,4,5408,0.240155,0,0.699145,53,?
0,0,2,0,17,7000,0.332524,0,0.045063,75,?
2,0,2,0,11,6952,0.379261,0,0.500894,41,?
0,0,0,0,2,?,2,0,0.007199,69,?
0,0,0,0,4,4000,0.106473,0,0.008763,47,?
0,0,1,0,10,7250,0.24769,0,0.060711,56,?
0,0,1,0,11,6375,0.167033,0,0.000401,45,?
0,0,0,0,1,5000,0.004799,0,0,80,?
1,0,0,1,3,3201,0.109619,1,1.066611,35,?
2,0,2,0,6,5100,0.317585,0,0.344102,47,?
1,0,0,0,6,5680,0.247844,0,0.530643,27,?
4,0,1,0,3,8600,0.063248,0,0.329367,55,?
0,0,0,0,4,?,6,0,0.021852,90,?
3,0,0,0,15,?,1382,0,0.850273,48,?
1,1,1,1,3,2200,0.402999,1,1,41,?
0,0,2,0,13,6250,0.513518,1,0.227562,61,?
0,0,1,0,11,3862,0.053844,1,0.004762,59,?
2,0,3,0,18,10000,0.679032,4,0.522514,50,?
0,0,2,0,4,6006,0.239054,1,1,53,?
2,0,0,0,5,2923,0.199726,0,0.144825,27,?
2,0,2,0,6,13750,0.283761,0,0.161233,45,?
0,0,1,0,18,5024,0.359602,0,0.039555,58,?
0,0,1,0,12,5500,0.600254,0,0.09685,51,?
0,0,2,0,12,4235,0.499528,0,0.398443,91,?
0,0,0,0,3,?,344,0,0.107193,24,?
3,0,1,0,12,10000,0.225777,0,0.098297,31,?
1,0,1,0,33,10148,0.437876,1,0.502521,60,?
0,0,0,0,4,0,29,0,0.020143,35,?
0,98,0,98,0,2534,0,98,1,33,?
0,0,0,0,1,?,0,0,1,63,?
1,0,2,0,13,6496,0.332461,0,0.055029,54,?
1,0,1,0,15,7465,0.362577,0,0.51915,50,?
0,1,5,0,22,11833,0.749535,0,0.466982,58,?
0,0,1,0,4,3000,0.550483,1,0.447043,43,?
0,0,1,0,4,?,1246,0,1,60,?
0,0,0,0,1,764,0,0,1,25,?
0,0,3,0,15,?,2744,0,0.00503,75,?
0,1,1,0,12,5563,0.413551,2,0.156975,29,?
3,0,3,0,25,18366,0.311428,0,0.043721,42,?
0,0,3,0,20,6087,0.705486,0,0.434008,65,?
0,0,2,0,3,8666,0.230183,0,0.049048,39,?
0,0,0,0,13,5000,0.116977,0,0.019542,74,?
0,0,0,0,2,1700,0.134627,0,1,26,?
0,0,4,0,9,7036,1.117522,0,0.107486,61,?
1,0,0,0,7,2800,0.499464,2,0.591378,53,?
0,0,4,0,10,4038,0.767269,0,0.05495,61,?
0,0,1,0,14,10472,0.096725,0,0.063622,65,?
2,0,1,0,3,9167,0.269524,0,0.030698,39,?
1,0,3,0,27,16500,0.469669,0,0.16936,50,?
0,0,0,0,11,10500,0.041996,3,0.124003,71,?
3,0,0,2,12,?,565,2,0.667919,33,?
3,0,1,0,6,?,2462,0,0.079147,51,?
3,0,2,0,8,8450,0.312152,0,0.388405,35,?
4,2,1,0,8,3000,0.619793,5,0.395039,66,?
0,0,0,0,4,?,0,0,0,85,?
1,0,2,0,7,9079,0.324339,0,0.142084,54,?
4,0,2,0,6,7003,0.31068,3,0.143943,46,?
0,0,2,0,12,5000,0.589482,0,0,58,?
0,0,1,0,6,?,1626,0,0.001376,53,?
0,0,0,0,21,4167,0.395393,1,0.849552,62,?
0,0,1,0,4,?,1853,0,0.049744,62,?
0,0,2,0,4,12000,0.263978,1,1.021396,54,?
1,0,1,0,11,13250,0.20572,1,0.116573,59,?
0,0,2,0,4,4583,0.258726,0,1,71,?
0,0,0,0,6,?,354,0,0.291175,47,?
4,0,2,0,26,4470,0.585551,0,0.137508,53,?
4,0,1,0,18,5166,0.751113,0,0.12573,49,?
0,0,2,0,7,?,1674,0,0.079996,49,?
0,0,1,0,7,?,3509,0,0.00832,70,?
0,4,2,0,14,?,2487,6,0.892611,50,?
0,0,1,0,9,4000,0.44114,0,0.379472,63,?
0,0,0,0,6,4433,0.141858,0,0.526895,43,?
1,0,1,0,14,16667,0.12911,0,0.007469,59,?
0,0,0,0,11,1800,0.320378,0,0.655241,33,?
1,0,3,0,7,5500,0.618069,0,0.917907,36,?
2,0,2,0,10,10000,0.231977,0,0.27752,57,?
0,0,0,0,16,2500,0.069572,0,0.059338,66,?
0,3,1,3,3,3999,0.37175,1,1,52,?
3,0,1,0,16,6213,0.464757,0,0.074019,34,?
0,0,0,0,3,4373,0.003658,0,0.018877,43,?
2,0,1,0,11,5651,0.20913,0,0.08702,53,?
4,0,1,0,9,10666,0.115121,0,0.736977,49,?
1,0,1,0,14,6000,0.505749,1,0.995286,42,?
2,0,1,1,3,1400,0.692363,0,1,44,?
1,0,0,0,4,17666,0.017207,0,0.00015,60,?
0,0,0,1,4,?,316,0,0.522199,34,?
0,0,1,0,7,4500,0.20862,0,0.235327,61,?
0,1,0,0,5,?,989,0,0.952032,46,?
0,0,2,0,14,5600,0.317086,1,0.209128,60,?
3,0,0,0,11,?,1603,0,0.489061,42,?
2,0,0,0,7,2999,0.388333,0,0,52,?
0,0,1,0,11,4000,0.309423,0,0.050424,47,?
0,0,1,0,5,7000,0.374804,1,1,49,?
?,0,0,0,5,?,0,0,1,89,?
3,0,1,0,4,6200,0.259313,0,0,42,?
0,0,1,0,10,14750,0.113348,0,0.110274,61,?
0,0,1,0,5,3790,0.504352,0,0.136918,35,?
1,0,0,0,5,1858,0.423884,0,0.848804,30,?
1,0,0,0,0,6000,0,0,1,55,?
?,0,0,0,3,?,274,0,0.188436,80,?
0,0,1,0,5,8000,0.28009,0,0.371218,70,?
0,0,3,0,19,7288,0.473453,0,0.00632,57,?
1,0,1,0,13,6725,0.414214,0,0.042504,42,?
2,0,0,0,6,5035,0.195393,0,0.241869,33,?
1,0,1,0,10,3089,0.347573,0,0.0938,49,?
2,0,1,0,3,2500,0.267893,0,1,33,?
0,0,2,0,4,?,2066,0,0,47,?
0,0,0,0,3,?,585,0,0.485751,63,?
1,0,0,1,2,4150,0.105758,2,1,54,?
2,0,0,0,2,?,197,0,0.00999,43,?
0,0,1,0,11,5000,0.825835,0,0.543903,37,?
0,0,2,0,6,?,1168,0,0.629895,67,?
0,0,0,0,3,6262,0.009101,0,0.047271,59,?
1,0,0,0,7,1178,0.58609,0,0.749611,25,?
2,0,2,0,4,5040,0.493354,3,0.948674,55,?
0,0,2,4,14,?,3241,0,0.180321,53,?
0,0,0,1,4,3000,0.268577,0,0.591611,32,?
2,0,0,0,4,7900,0.013289,0,0.186654,44,?
0,0,1,0,15,6408,0.041972,0,0.004659,78,?
0,0,0,0,1,500,0,0,1,23,?
3,0,1,0,5,5666,0.504147,0,0.08544,50,?
0,0,0,0,6,3000,0.091969,0,0.021354,27,?
0,0,2,0,4,6833,0.252707,1,0,41,?
1,1,2,4,4,6200,0.3572,0,0.694663,40,?
3,0,0,0,6,0,576,0,0.051334,40,?
3,0,1,1,6,7611,0.210326,0,0.760114,31,?
3,0,2,0,9,6083,0.526134,0,0.056859,55,?
0,0,0,0,4,?,50,0,0.051706,53,?
3,0,1,0,6,?,1608,0,0.223078,52,?
0,0,0,1,3,?,289,0,0.249167,53,?
1,0,2,0,16,13100,0.189451,0,0.185777,68,?
0,0,1,0,12,4583,0.365401,0,0.033541,62,?
3,0,1,0,5,2800,0.366655,0,0.015307,45,?
2,0,2,0,15,19000,0.419188,0,0.403893,39,?
2,0,2,0,13,6000,0.500417,0,0.0003,42,?
0,0,0,0,5,3500,0.000286,0,0.002262,63,?
0,0,0,0,5,5862,0.105236,0,0.101177,26,?
0,0,0,0,8,100,17.178218,0,0.847967,35,?
0,0,0,0,1,3184,0.006907,0,0.037898,59,?
1,0,1,0,6,9707,0.226102,0,0.225428,51,?
0,0,1,0,1,?,1850,0,1,48,?
1,2,1,0,9,2420,0.40727,2,0.860416,36,?
1,0,2,0,15,9000,0.432174,0,0.62255,54,?
1,1,0,0,11,6193,0.291734,0,0.7112,59,?
2,0,2,0,13,7673,0.406828,0,0.900909,46,?
?,0,1,0,7,?,427,0,0.018,60,?
0,1,1,0,15,9800,0.200286,1,0.888239,50,?
0,0,1,0,7,7532,0.149741,0,0.899055,56,?
0,0,0,0,13,4200,0.213759,0,0.098156,70,?
0,0,0,0,11,?,650,0,0.290408,53,?
0,0,0,1,0,?,23,0,1,40,?
1,1,0,2,4,?,873,2,0.761233,49,?
0,0,0,0,1,?,42,0,1,64,?
1,0,0,1,9,1600,0.284822,1,0.8953,40,?
0,1,0,0,7,?,0,1,0,75,?
3,0,3,0,17,11400,0.64547,0,0.791835,55,?
0,0,0,0,3,2000,0.107446,0,0.179821,60,?
0,1,1,0,5,3500,0.377321,1,1.274542,61,?
1,1,1,0,8,1500,1.529647,0,0.973253,65,?
2,0,1,0,16,6493,0.435479,3,0.769005,53,?
0,0,0,0,1,820,0.010962,0,1,23,?
2,0,1,0,13,2975,0.533938,0,0.058504,34,?
0,0,0,0,2,9166,0.241191,0,0.535823,44,?
0,0,0,0,2,6586,0.008805,0,0.064831,66,?
0,0,1,0,8,?,1430,0,0.058183,71,?
1,0,0,0,16,8000,0.219473,0,0.450458,50,?
1,0,2,0,11,10070,0.32678,0,0.162455,31,?
3,0,5,0,10,8940,0.897774,0,0.056107,34,?
2,0,0,0,6,8000,0.284339,0,0.459107,40,?
1,0,0,0,15,?,2483,0,0.825254,61,?
0,0,2,0,8,3761,0.761563,0,0,71,?
0,0,0,0,5,5370,0.131447,0,0.041486,56,?
0,0,0,0,2,1200,0.011657,0,0.944568,34,?
0,0,2,0,3,?,2194,0,0.119241,66,?
1,0,2,0,6,16100,0.134402,0,0.002688,69,?
3,0,2,0,17,21133,0.180278,1,0.100199,51,?
0,0,0,0,6,5640,0.0312,0,0.061191,48,?
2,0,2,0,17,13333,0.253787,0,0.007992,44,?
2,0,1,0,20,4114,0.507412,1,0.056483,40,?
0,0,0,0,4,?,18,0,0.19431,54,?
1,3,1,0,3,8800,0.212249,2,0.961039,49,?
0,0,0,0,2,?,42,0,0.026923,69,?
0,0,0,0,2,?,44,0,0.053193,55,?
2,0,1,0,10,6500,0.373942,1,0,30,?
0,0,0,0,10,1641,0.428136,0,0.403931,70,?
0,0,0,0,7,?,17,0,0.004423,80,?
0,0,2,0,26,4588,0.427762,0,0.069479,78,?
0,0,2,0,9,4795,0.96226,1,0.329334,48,?
0,0,1,0,12,14166,0.094304,0,0.001533,60,?
0,0,2,0,9,8750,0.216204,0,0.35267,51,?
0,2,1,1,15,2960,0.840594,1,1.09054,59,?
0,0,2,0,5,5500,0.515361,0,0.130493,51,?
3,0,3,0,12,10000,0.430657,0,0.018458,41,?
0,0,1,0,10,8300,0.138417,0,0.283578,67,?
0,0,1,0,5,?,4066,0,0,42,?
2,0,0,0,5,6986,0.028052,1,0,33,?
0,0,0,0,7,11100,0.15341,0,0.857041,42,?
0,0,1,0,4,10333,0.28982,0,0.0018,41,?
0,0,0,0,8,6250,0.18445,1,0.525645,37,?
0,0,0,0,1,3000,0.001999,0,0.403194,25,?
1,1,1,0,9,?,1505,0,0.162259,67,?
0,0,1,0,10,?,3111,4,0.961576,37,?
0,0,1,0,11,1100,0.552225,0,0.087867,61,?
0,0,0,0,5,4300,0.160428,0,0.294068,77,?
0,0,11,0,20,18300,0.65439,0,0.090164,66,?
0,0,1,0,15,6000,0.187635,0,0.010761,36,?
2,0,1,0,6,16666,0.183176,0,0.06565,41,?
0,2,0,4,3,?,1333,0,0.56844,54,?
0,0,2,0,7,?,2354,0,0.141052,65,?
0,0,1,0,5,9967,0.284009,1,0.332408,66,?
?,0,0,0,3,?,1,0,0.001557,65,?
0,0,0,0,7,2544,0.238114,0,0.737193,75,?
1,0,1,0,4,3750,0.359104,0,0.412369,47,?
?,0,2,0,14,?,1303,1,0.070269,56,?
0,0,0,0,6,3333,0.182064,0,0.416866,29,?
0,0,2,0,10,6380,1.042,0,1.851254,39,?
1,0,1,0,10,6666,0.39133,0,0.654439,60,?
0,0,0,0,2,694,0.044604,0,0.210758,54,?
0,0,1,0,8,12824,0.020585,0,0.041489,63,?
1,0,1,0,9,4000,0.204699,0,0.239287,58,?
3,0,0,0,7,4291,0.130242,1,0.959688,42,?
0,0,0,0,5,?,11,0,0.012049,95,?
2,0,2,0,8,6000,0.374104,0,0,40,?
0,0,0,0,3,2800,0.028918,1,0.023675,28,?
0,0,4,0,12,5500,1.271042,0,0.114155,69,?
0,0,1,0,8,2905,0.813145,1,0.900988,43,?
0,0,0,0,4,1700,0.261611,1,0,76,?
0,0,0,0,9,4160,0.358808,0,0.147165,49,?
1,0,1,0,11,20000,0.158542,0,0.035362,53,?
2,0,0,1,0,2880,0.003818,0,1,36,?
2,0,0,3,0,3128,0.042825,0,1,41,?
0,0,0,1,1,6250,0.019837,0,0.331671,48,?
0,0,2,0,19,3000,1.504165,0,0.006884,69,?
1,0,1,0,9,?,2413,0,0.759762,66,?
0,0,0,0,12,5833,0.201234,0,0.137748,97,?
2,0,2,0,8,5256,0.356858,0,0.158223,46,?
2,0,2,0,8,4166,0.535877,0,1,30,?
0,0,1,0,7,3334,2.049475,0,0.041073,88,?
3,0,0,0,4,8916,0.005832,0,0.043649,58,?
0,0,1,0,8,?,1044,0,0.031794,50,?
1,0,2,0,10,10250,0.617013,0,0.16108,54,?
2,0,2,0,20,5070,0.856636,0,0.854558,43,?
3,1,1,0,7,5000,0.281944,0,1.004999,47,?
0,0,0,0,1,100,0,0,1,22,?
1,0,2,0,14,4416,0.496038,0,0.293261,43,?
2,0,1,0,4,10000,0.158184,1,0.097445,50,?
0,0,0,3,4,4422,0.107393,1,1.021956,33,?
0,0,4,0,11,9350,0.545931,0,0.185299,68,?
0,0,2,0,10,3333,1.284043,0,0.502236,68,?
0,0,2,0,8,2400,0.765931,0,0.37306,41,?
1,1,1,5,2,6014,0.407648,0,1,43,?
0,1,0,2,7,3950,0.19919,1,1.480821,63,?
0,0,0,0,6,?,0,0,0,57,?
0,0,3,0,13,8375,0.256089,0,0.10489,32,?
0,0,1,0,9,7900,0.112391,0,0.020307,80,?
0,0,1,0,14,3600,0.388781,0,0.06085,37,?
0,0,0,9,2,?,361,0,0.946844,29,?
0,0,0,0,4,1120,0.123104,0,0.173065,42,?
0,0,1,0,11,3649,0.328767,0,0.087205,58,?
0,0,2,0,5,4352,0.194808,0,0.21751,51,?
0,0,0,0,6,5878,0.005613,0,0.023166,68,?
1,0,0,0,3,2600,0.132641,0,0.160931,28,?
2,0,1,0,13,4335,0.451107,1,0.267398,32,?
0,0,0,0,1,?,50,1,0.501425,44,?
?,0,1,0,7,?,1120,0,0.127992,55,?
0,0,1,0,8,?,2110,0,0.096953,51,?
2,0,0,0,4,4600,0.030646,1,0.08798,47,?
0,0,1,0,3,7800,0.262915,0,0.216131,72,?
0,0,0,0,10,?,704,0,0.159276,63,?
1,0,1,0,3,10000,0.179882,0,1,52,?
0,0,2,0,15,8780,0.625897,0,0.891229,35,?
0,0,2,0,8,0,1346,0,0,57,?
0,0,0,0,4,12500,0,2,0,51,?
0,0,0,0,8,10500,0.002476,0,0.027032,86,?
0,0,0,0,1,?,509,0,1,27,?
1,0,2,0,12,10000,0.477252,0,0.807706,51,?
0,0,2,0,5,4039,0.569554,0,0.517688,62,?
0,0,1,0,17,2577,0.81924,0,0.165148,68,?
0,0,0,4,0,?,395,0,1,53,?
1,0,1,0,7,3036,0.36648,0,0.292683,58,?
1,0,0,0,3,3000,0.034322,2,0.176384,68,?
4,0,5,0,17,10666,0.509047,1,0.326273,50,?
0,0,1,0,10,9083,0.178225,0,0.018517,61,?
0,0,0,0,7,10500,0.02495,0,0.104586,73,?
0,0,3,0,20,8081,0.669141,0,0.004716,73,?
0,0,1,0,6,8300,0.193471,0,0.186056,51,?
1,0,0,2,2,5000,0.136773,0,1,32,?
3,0,1,0,9,4000,0.448138,0,0.15417,44,?
1,98,0,98,0,4100,0,98,1,33,?
1,0,1,0,4,?,1024,0,0.068448,65,?
0,0,0,0,3,3750,0.066649,0,0,27,?
0,0,1,0,3,?,1100,1,1,63,?
0,0,0,0,4,3833,0.122587,0,0.170765,32,?
2,0,2,0,12,3083,0.269455,0,0.0668,48,?
1,0,2,0,22,5500,0.304854,0,0.011403,56,?
0,0,0,0,9,?,4,0,0,56,?
0,0,0,0,1,0,0,0,0,21,?
2,0,4,0,16,7644,0.530543,0,0.615844,41,?
0,0,2,0,17,4384,0.745496,0,0.024513,62,?
0,0,1,0,11,5600,0.762542,1,0.585308,68,?
0,0,0,0,13,2633,0.254366,0,0.082348,68,?
0,0,1,0,15,1190,18.052057,0,0.016676,68,?
2,0,2,0,10,18000,0.30465,3,0.332547,42,?
1,0,0,0,2,4800,0.05478,2,0.983826,39,?
0,0,1,0,10,500,2.836327,0,0.102071,63,?
1,1,2,0,7,1000,2.934066,3,1.0018,38,?
0,0,1,0,6,2477,0.445521,0,0.002107,34,?
?,0,1,0,5,?,1828,0,0.15484,36,?
0,0,0,0,7,?,188,0,0.103639,69,?
?,0,0,0,6,?,42,0,0.045418,71,?
3,0,2,0,7,13208,0.217352,0,0.010094,53,?
0,0,3,0,9,5200,0.719477,0,0.433082,65,?
2,0,1,0,4,7583,0.226398,2,0.9999,47,?
0,0,1,0,10,4166,0.909767,0,0.004932,47,?
1,0,1,0,3,8000,0.258218,0,0.064662,60,?
0,0,0,0,6,0,10,1,0.0064,64,?
0,0,0,0,8,5000,0.218156,0,0.255126,80,?
0,0,0,0,3,5500,0.107435,0,0.985201,38,?
0,0,1,0,4,1882,0.601699,2,0.086187,67,?
0,0,1,0,7,1100,0.275204,1,0.0075,60,?
3,0,0,0,13,1000,0.225774,0,0.004291,45,?
1,0,1,0,18,8688,0.532167,0,0.036574,67,?
1,0,0,0,4,2400,0.316535,0,0,59,?
0,0,1,0,16,7500,0.469404,0,0.275845,38,?
0,0,2,0,21,6600,0.39085,0,0.122314,31,?
0,0,1,0,5,6250,0.587266,0,0.599479,31,?
2,0,0,0,2,4557,0.007679,1,1.395349,45,?
0,0,2,0,18,6716,0.554563,0,0.423315,72,?
0,0,0,0,11,6082,0.118691,0,0.002338,77,?
2,0,1,0,11,12750,0.198416,0,0.061379,62,?
0,0,0,0,4,7216,0.182901,0,0.815481,34,?
0,0,1,0,21,7708,0.2488,0,0.024138,53,?
1,0,2,0,9,4166,0.445404,0,0.367954,55,?
0,0,2,0,19,5000,0.44971,0,0.420702,62,?
3,0,4,0,22,7210,0.524338,0,0.14569,39,?
0,0,1,0,7,5166,0.258177,0,0.757638,54,?
2,0,2,1,6,4183,0.507409,1,1.011694,44,?
0,0,0,0,2,?,0,0,0.0015,30,?
4,0,1,0,13,9900,0.300273,0,0.197131,42,?
1,0,1,0,4,5800,0.222203,0,0.01136,51,?
1,0,1,0,8,9000,0.358516,0,0.896312,48,?
3,0,0,0,7,6000,0.219297,0,0.189012,44,?
1,0,0,0,7,6250,0.066229,1,0.123131,33,?
4,1,0,0,4,2606,0.347526,1,0.735132,26,?
