@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
0,0,3,0,9,6666,0.624419,1,0.85185,72,?
0,0,1,0,7,?,1587,1,0.049409,46,?
2,0,2,0,14,11400,0.131743,0,0.079014,54,?
2,0,2,0,12,1,1711,1,0.208872,49,?
0,0,1,0,7,?,2066,0,0.134456,50,?
3,0,0,0,3,9993,0.060937,0,0.225326,39,?
2,0,2,0,3,10616,0.141471,0,0,42,?
0,0,0,0,6,6666,0.0009,0,0.004822,66,?
0,0,0,0,9,5200,0.385695,0,0.927695,41,?
0,0,0,0,1,4500,0.004221,0,0.066493,69,?
2,0,0,0,5,6081,0.312068,0,0.879738,45,?
0,0,0,0,3,1815,0.155837,1,1.016983,57,?
1,0,2,0,16,6278,0.40086,0,0.15371,64,?
2,0,2,0,13,10600,0.600038,1,0.796,43,?
1,0,3,0,15,7100,0.458386,1,0.108773,66,?
3,0,2,0,8,8600,0.257877,0,0.061078,51,?
1,0,4,0,9,8500,0.509705,1,1,52,?
2,0,1,0,9,6033,0.622638,0,0.374871,40,?
2,0,0,0,4,5070,0.115362,0,0.667633,27,?
0,0,1,0,7,6916,0.245627,0,0.367158,35,?
3,0,0,0,7,13167,0.118545,1,0.992627,36,?
0,0,2,0,10,2500,1.320272,0,0.888548,44,?
2,0,1,0,7,12975,0.256242,1,0,51,?
2,2,2,0,13,4800,0.685066,1,1.014493,48,?
1,0,0,0,17,14421,0.158993,1,0.078785,66,?
1,0,0,0,6,5680,0.247844,0,0.530643,27,?
4,0,1,0,3,8600,0.063248,0,0.329367,55,?
1,1,1,1,3,2200,0.402999,1,1,41,?
0,0,0,0,3,2900,0.04757,0,0.761239,25,?
0,0,0,0,2,4743,0.112352,1,1,24,?
0,0,1,0,6,7800,0.155237,0,0.169358,35,?
0,0,2,0,12,4235,0.499528,0,0.398443,91,?
1,0,1,0,33,10148,0.437876,1,0.502521,60,?
0,0,2,0,7,10000,0.336266,0,0,55,?
0,0,0,0,4,0,29,0,0.020143,35,?
0,98,0,98,0,2534,0,98,1,33,?
1,0,2,0,13,6496,0.332461,0,0.055029,54,?
2,0,1,0,10,14000,0.15756,0,0.057816,48,?
0,1,5,0,22,11833,0.749535,0,0.466982,58,?
0,0,0,0,4,?,9,0,0.013159,50,?
0,0,1,0,3,6833,0.21832,0,0.574643,53,?
2,0,1,0,8,7500,0.197974,0,0.0004,55,?
0,0,0,0,2,1700,0.134627,0,1,26,?
0,0,0,0,7,2768,0.505237,1,0.392005,49,?
0,0,1,0,14,10472,0.096725,0,0.063622,65,?
?,0,0,0,7,?,195,0,0.092967,86,?
0,0,2,0,12,4906,0.48869,1,0.058315,78,?
0,2,0,0,10,?,1637,1,0.990378,55,?
1,0,3,0,27,16500,0.469669,0,0.16936,50,?
1,0,2,0,7,9079,0.324339,0,0.142084,54,?
0,0,2,0,12,5000,0.589482,0,0,58,?
0,0,1,0,9,5600,0.815926,1,0.565164,44,?
0,0,2,0,4,4583,0.258726,0,1,71,?
1,0,2,0,8,11835,0.354596,0,0.141611,63,?
0,4,2,0,14,?,2487,6,0.892611,50,?
0,0,1,0,9,4000,0.44114,0,0.379472,63,?
0,0,0,0,6,4433,0.141858,0,0.526895,43,?
1,0,1,0,11,5300,0.593473,0,0.005555,42,?
0,0,0,0,3,2961,0.13842,0,0.151257,26,?
0,0,0,1,6,4500,0.447456,1,0.884465,37,?
4,0,1,0,9,10666,0.115121,0,0.736977,49,?
1,0,1,0,9,5900,0.374174,0,0.272422,43,?
0,0,1,0,5,7000,0.374804,1,1,49,?
1,0,0,0,15,2191,0.066606,0,0.006244,39,?
?,0,0,0,3,?,274,0,0.188436,80,?
?,0,0,0,3,?,36,0,0.058241,88,?
0,0,1,0,19,4040,0.281119,0,0.021312,54,?
0,0,2,0,8,6900,0.315317,1,0.191025,63,?
0,0,1,0,18,8857,0.567961,0,0.138638,59,?
0,0,1,0,11,5000,0.825835,0,0.543903,37,?
0,0,2,0,10,3450,0.241959,6,0.170567,67,?
0,0,2,0,6,?,1168,0,0.629895,67,?
0,0,0,0,9,5200,0.216112,0,0.992735,49,?
2,0,2,0,4,5040,0.493354,3,0.948674,55,?
2,0,2,0,16,?,12512,0,0.73788,58,?
0,0,1,0,15,6408,0.041972,0,0.004659,78,?
0,1,0,1,6,4700,0.359923,5,1.036328,35,?
0,0,0,0,6,3000,0.091969,0,0.021354,27,?
3,0,0,0,6,0,576,0,0.051334,40,?
3,0,1,1,6,7611,0.210326,0,0.760114,31,?
3,0,1,0,6,?,1608,0,0.223078,52,?
3,0,1,0,5,2800,0.366655,0,0.015307,45,?
0,0,0,0,5,5862,0.105236,0,0.101177,26,?
0,0,0,0,1,3184,0.006907,0,0.037898,59,?
2,0,2,0,5,10039,0.36494,0,0.386507,39,?
1,0,2,0,15,9000,0.432174,0,0.62255,54,?
2,0,2,0,13,7886,0.599341,0,0.076383,50,?
0,0,1,0,7,7532,0.149741,0,0.899055,56,?
1,0,2,0,10,12000,0.382801,2,0.58587,68,?
0,0,1,0,7,?,172,0,0.029388,68,?
1,0,0,1,9,1600,0.284822,1,0.8953,40,?
0,1,0,0,7,?,0,1,0,75,?
0,0,0,0,7,5000,0.012198,0,0.028538,71,?
0,0,0,0,2,6586,0.008805,0,0.064831,66,?
5,0,1,0,4,7539,0.13634,0,0,46,?
2,0,0,0,6,8000,0.284339,0,0.459107,40,?
1,0,0,0,7,2678,0.284808,0,0.149683,59,?
0,0,2,0,4,?,1973,0,0.046865,58,?
3,0,4,0,16,7585,0.938307,0,0.141041,49,?
0,0,0,0,6,5640,0.0312,0,0.061191,48,?
2,0,2,0,17,13333,0.253787,0,0.007992,44,?
0,0,4,0,18,?,12060,0,0.566973,46,?
0,0,2,0,9,2916,0.992458,5,1.010598,30,?
0,2,1,1,15,2960,0.840594,1,1.09054,59,?
3,0,3,0,12,10000,0.430657,0,0.018458,41,?
0,0,0,0,7,11100,0.15341,0,0.857041,42,?
0,0,0,0,8,6250,0.18445,1,0.525645,37,?
0,0,1,0,15,5333,0.576115,1,0.959858,53,?
3,0,0,0,1,3083,0.001621,0,0.689243,40,?
0,0,1,0,11,1100,0.552225,0,0.087867,61,?
1,0,0,0,4,3075,0.002926,0,0.007929,51,?
0,0,1,0,5,9967,0.284009,1,0.332408,66,?
0,0,2,0,5,3500,0.749215,0,0.19996,41,?
2,0,1,0,10,5800,0.474401,1,1.001654,65,?
1,0,1,0,4,3750,0.359104,0,0.412369,47,?
?,0,2,0,14,?,1303,1,0.070269,56,?
2,0,1,0,5,7051,0.297646,0,0.404447,43,?
0,0,2,0,10,6380,1.042,0,1.851254,39,?
0,0,1,0,19,6203,0.413765,0,0.47841,52,?
1,0,1,0,9,4000,0.204699,0,0.239287,58,?
3,0,0,0,7,4291,0.130242,1,0.959688,42,?
2,0,2,0,8,6000,0.374104,0,0,40,?
0,0,0,0,3,2800,0.028918,1,0.023675,28,?
0,0,1,0,8,2905,0.813145,1,0.900988,43,?
0,1,0,0,2,4000,0.037241,1,2.138577,68,?
0,0,2,0,17,9416,0.300096,1,0.277976,43,?
0,0,0,0,9,4160,0.358808,0,0.147165,49,?
0,0,0,0,7,7161,0.020804,0,0.017247,65,?
2,0,0,3,0,3128,0.042825,0,1,41,?
1,0,2,0,9,8189,0.788645,1,0.993501,33,?
0,0,2,0,19,3000,1.504165,0,0.006884,69,?
0,0,1,0,10,?,22,0,0.003278,95,?
0,0,0,0,3,2000,0.004498,0,1,22,?
2,0,2,0,8,5256,0.356858,0,0.158223,46,?
0,0,4,0,11,9350,0.545931,0,0.185299,68,?
0,0,2,0,10,3333,1.284043,0,0.502236,68,?
0,0,2,0,8,2400,0.765931,0,0.37306,41,?
0,1,0,2,7,3950,0.19919,1,1.480821,63,?
0,0,0,0,6,?,0,0,0,57,?
0,0,0,1,4,?,31,1,0.436149,38,?
1,0,1,0,7,3542,0.432966,0,0.915761,38,?
0,0,0,9,2,?,361,0,0.946844,29,?
0,0,0,0,6,5878,0.005613,0,0.023166,68,?
1,0,3,0,13,5300,0.611394,0,0.080947,58,?
?,0,1,0,7,?,1120,0,0.127992,55,?
0,0,1,0,8,?,2110,0,0.096953,51,?
1,0,3,0,19,5000,0.836833,2,0.706525,54,?
0,0,1,0,14,?,4280,0,0.433713,56,?
0,0,0,0,10,?,704,0,0.159276,63,?
1,0,1,0,3,10000,0.179882,0,1,52,?
0,0,0,0,8,10500,0.002476,0,0.027032,86,?
1,0,2,0,12,10000,0.477252,0,0.807706,51,?
0,0,1,0,17,2577,0.81924,0,0.165148,68,?
0,0,1,0,7,12300,0.414682,0,0.15035,56,?
0,0,1,0,16,2600,0.547097,0,0.300298,59,?
4,0,5,0,17,10666,0.509047,1,0.326273,50,?
0,0,0,0,1,1641,0.009135,0,0.102779,23,?
1,0,0,2,2,5000,0.136773,0,1,32,?
0,0,0,0,1,875,0.360731,0,1,35,?
1,0,1,0,4,?,1024,0,0.068448,65,?
0,0,0,0,3,3750,0.066649,0,0,27,?
0,0,0,0,12,5904,0.061135,0,0.0591,66,?
0,0,1,0,3,?,1100,1,1,63,?
1,0,2,0,22,5500,0.304854,0,0.011403,56,?
0,0,0,0,9,?,4,0,0,56,?
0,0,1,0,11,5600,0.762542,1,0.585308,68,?
1,0,1,0,10,7400,0.16768,0,0.247296,59,?
1,0,1,0,10,5984,0.256642,0,0.008867,58,?
2,0,2,0,10,18000,0.30465,3,0.332547,42,?
0,0,0,0,4,4000,0.002749,0,0.005034,78,?
1,1,2,0,7,1000,2.934066,3,1.0018,38,?
0,0,0,0,5,4400,0.057487,0,0.171413,52,?
2,0,1,0,4,7583,0.226398,2,0.9999,47,?
0,0,0,0,2,5800,0.160662,1,1,50,?
0,0,1,0,4,1882,0.601699,2,0.086187,67,?
0,0,1,0,7,1100,0.275204,1,0.0075,60,?
1,0,0,0,4,2400,0.316535,0,0,59,?
0,0,1,0,16,7500,0.469404,0,0.275845,38,?
0,0,2,0,21,6600,0.39085,0,0.122314,31,?
0,0,0,0,7,?,589,2,0.111388,28,?
2,0,0,0,2,4557,0.007679,1,1.395349,45,?
0,0,0,0,4,2560,0.030066,0,0.14377,73,?
0,0,0,0,4,7216,0.182901,0,0.815481,34,?
0,0,0,0,13,9449,0.20836,1,0.957922,33,?
1,0,1,0,9,3938,0.547347,0,0.031768,59,?
0,0,2,0,19,5000,0.44971,0,0.420702,62,?
3,0,4,0,22,7210,0.524338,0,0.14569,39,?
0,0,2,0,7,?,5852,0,0.01425,60,?
0,0,0,0,2,?,0,0,0.0015,30,?
2,0,1,0,13,4222,0.697372,0,0.462456,41,?
0,0,0,0,9,7263,0.030562,0,0.091882,43,?
1,0,1,0,8,9000,0.358516,0,0.896312,48,?
3,0,1,0,6,11000,0.274793,0,0,38,?
3,0,0,0,7,6000,0.219297,0,0.189012,44,?
1,0,0,0,7,6250,0.066229,1,0.123131,33,?
1,0,2,0,23,8188,0.535719,0,0.58012,56,?
0,0,1,0,4,8572,0.226292,0,0,36,?
2,0,0,0,11,?,888,1,0.198286,33,?
0,0,1,0,9,7450,0.22091,0,0.004558,53,?
2,0,2,0,5,10666,0.222462,0,0.0954,49,?
0,0,0,0,13,1049,1.106667,0,0.986947,64,?
0,1,0,1,2,2200,0.070423,1,1,69,?
2,0,1,0,4,4846,0.519084,0,0.687785,39,?
0,0,1,0,15,7689,0.264109,0,0.03429,60,?
0,0,0,0,6,4300,0.241107,0,0.257345,72,?
0,0,1,4,6,2870,0.471961,2,0.573883,58,?
2,0,1,0,9,3200,0.540769,1,0,44,?
1,0,0,0,8,1800,0.25819,0,0.466714,57,?
0,0,0,0,3,1800,0.105497,0,0.009777,49,?
0,0,0,0,2,2046,0.177333,1,1,50,?
4,0,2,0,4,5800,0.318738,0,0.724754,43,?
0,1,0,0,14,500,4,1,0.782134,36,?
?,0,0,0,0,?,0,0,1,79,?
2,0,1,0,7,8700,0.166418,0,0.160447,59,?
0,0,1,0,4,4325,0.262136,0,0,36,?
0,0,0,0,4,?,374,0,0,62,?
1,0,2,0,7,5000,0.511098,1,0.059492,53,?
0,0,0,0,3,2700,0.134395,1,1.056381,44,?
1,0,1,0,14,22000,0.040725,0,0.017692,56,?
0,1,0,0,7,6500,0.08168,2,1.263868,51,?
2,0,3,0,23,7200,0.583252,0,0.158256,53,?
1,0,1,0,6,?,1365,0,0.01916,46,?
1,0,0,0,5,4501,0.00733,0,0.027015,64,?
0,0,2,0,15,?,5361,0,0.052738,55,?
2,0,1,0,4,8400,0.116653,1,0.345611,32,?
0,0,2,0,21,5000,0.687862,0,0.408962,51,?
1,0,0,1,8,6600,0.030904,0,0.125315,62,?
2,0,3,0,10,8333,0.456443,0,0.320173,46,?
0,0,0,0,3,4833,0.272238,0,0.60117,60,?
3,0,0,0,9,8333,0.096352,0,0.036798,43,?
1,0,0,0,8,8723,0,0,0.000614,50,?
0,0,3,0,11,2230,2.372479,0,0.021305,62,?
0,0,2,0,16,3400,0.9803,0,0.147423,65,?
1,0,1,0,10,?,2094,0,0.038721,60,?
0,0,1,0,8,?,2145,0,0.065554,63,?
0,0,2,0,10,10788,0.337381,0,0.035687,75,?
4,0,1,0,6,5000,0.324135,0,1.007099,38,?
0,0,0,0,4,6850,0.170924,2,0.803524,58,?
0,0,0,0,8,2033,0.60472,0,0.6016,63,?
1,0,0,0,6,14500,0.029653,0,0.083773,59,?
2,0,1,0,8,5667,0.19319,0,0.023517,42,?
1,0,1,0,5,5600,0.391002,0,0.970388,40,?
3,0,1,0,5,2917,0.328307,0,0.994168,42,?
0,0,0,0,14,3835,0.177789,0,0.020899,66,?
0,0,0,0,27,?,25,0,0.006165,79,?
0,0,1,0,11,7670,0.338548,0,0.008666,55,?
1,0,2,0,11,10000,0.434057,0,0.056669,74,?
0,0,1,0,9,10566,0.200246,0,0.17428,51,?
3,0,0,0,5,7200,0.07985,1,0.082904,33,?
3,0,2,0,13,?,2147,0,0.048295,46,?
0,0,1,0,6,4583,0.199607,0,0.128513,44,?
0,0,0,0,3,5250,0.113693,0,0.360632,38,?
0,0,0,0,0,?,0,0,1,32,?
0,0,0,0,12,9220,0.137946,0,0.314984,53,?
3,0,2,0,15,6000,0.325112,0,0.044734,56,?
0,0,1,0,5,5000,0.417516,0,0.224065,36,?
2,0,0,1,1,0,190,0,1,26,?
1,0,3,0,13,7400,0.68153,0,0.119818,59,?
3,1,2,4,16,5301,0.824217,9,0.469322,55,?
0,0,0,0,3,2248,0.003557,0,0.007706,24,?
0,0,0,0,7,3900,0.267111,0,0.504037,31,?
1,0,1,2,7,6666,0.39958,1,1,44,?
2,0,2,0,10,1700,2.035273,0,0.772524,47,?
0,0,0,0,5,5299,0,0,0,87,?
0,0,1,0,5,?,1202,0,0,38,?
0,0,1,0,3,?,942,0,0.013732,63,?
0,0,1,0,11,8041,0.076225,0,0.000429,68,?
1,0,1,0,5,5300,0.705339,0,0.609184,54,?
0,0,0,0,2,1696,0.213318,0,1,23,?
0,0,2,0,15,5500,0.348119,0,0.038613,77,?
0,0,1,0,6,2200,0.716493,0,0,31,?
0,0,1,0,18,3687,0.729121,0,0.168398,76,?
0,0,1,0,11,5350,0.198281,0,0.106596,60,?
2,0,0,0,6,12916,0.062321,0,0.638518,40,?
0,0,3,0,12,4250,0.691602,0,0.14374,58,?
0,0,4,0,10,5422,0.593583,0,0.262728,73,?
0,0,0,0,9,4,6,0,0.015746,73,?
0,0,1,0,13,10500,0.184363,0,0.066386,64,?
0,0,1,0,5,?,899,0,0.050701,57,?
0,0,1,0,13,?,1352,0,0,58,?
0,0,0,1,2,3600,0.113024,0,0.129568,36,?
2,0,1,0,10,1000,1.202797,0,0,37,?
0,0,1,0,4,?,1390,1,0.740915,55,?
0,0,0,0,3,3147,0.022236,0,0.023159,82,?
0,0,0,1,4,?,1122,0,0.269049,45,?
0,0,0,0,13,8240,0.007038,0,0.012105,63,?
1,0,2,0,6,9000,0.321631,0,0.137878,51,?
0,0,1,0,17,6200,0.507338,0,0.333105,62,?
2,0,3,0,10,20900,0.582556,0,0.01306,59,?
0,0,0,0,1,?,657,0,0.21459,75,?
0,0,1,0,4,7000,0.340951,1,1.037962,47,?
0,0,0,0,8,3333,0.159568,0,0.996001,66,?
0,2,0,1,8,3000,0.621126,0,1.071072,29,?
0,0,4,0,11,?,8945,0,0.062645,65,?
0,0,0,0,3,2250,0.109285,0,0,25,?
0,0,0,0,2,1100,0.006358,0,0.82392,57,?
2,1,0,0,7,5900,0.039315,1,0.836803,35,?
0,0,1,0,10,3000,0.957681,1,0.609286,51,?
2,0,1,0,15,?,2640,0,0.89298,53,?
2,0,1,0,6,10581,0.15498,0,0.23206,53,?
2,0,1,0,5,1,1314.5,0,0.201966,38,?
0,0,0,0,7,885,0.422122,0,0.001198,51,?
1,0,0,0,0,4690,0.020038,0,1,34,?
0,0,1,0,6,5000,0.170766,0,0.015681,68,?
0,0,1,0,4,?,1320,0,0.292034,64,?
0,0,1,0,3,3091,0.348318,0,0.107799,61,?
0,0,1,0,7,?,1996,0,0.994401,54,?
0,0,2,0,7,4000,0.853037,0,0.949505,52,?
2,0,3,0,21,8965,0.483939,0,0.198611,60,?
2,0,1,0,12,4600,0.474462,0,0.176113,32,?
2,2,1,0,16,4738,0.745094,0,0.985721,41,?
0,0,0,0,5,10500,0.019141,0,0.062586,49,?
0,0,0,0,3,12000,0,0,1,82,?
0,0,0,0,10,2510,0.033055,0,0.051736,67,?
0,0,2,0,13,4313,0.461521,1,0.129039,48,?
3,0,0,0,7,?,909,0,0.000394,60,?
0,0,0,0,1,0,22,0,0.14877,22,?
0,0,0,2,11,3319,0.439157,7,0.968335,48,?
0,0,0,0,5,2500,0.013195,0,0.023151,63,?
2,0,0,0,4,6350,0.003149,0,0.129263,27,?
1,0,3,0,15,6416,0.349384,0,0.01412,55,?
0,0,1,0,7,11250,0.233846,0,0.160085,52,?
0,0,2,0,7,4083,0.406709,0,0.049891,54,?
0,0,0,0,6,4076,0.00883,0,0.028647,76,?
0,0,2,0,14,12000,0.251229,0,0.04463,67,?
0,0,2,0,18,3400,0.507792,1,0.15072,73,?
1,0,3,0,11,4500,0.81493,0,0.012129,66,?
1,0,1,0,14,8333,0.275018,0,0.048224,61,?
2,0,3,0,12,18800,0.291367,0,0.051462,68,?
2,0,7,0,16,16000,0.564402,0,0.848641,37,?
0,0,0,0,4,8840,0.135957,1,0.624062,61,?
1,0,1,0,14,5137,0.319969,0,0.073778,78,?
0,0,1,0,17,?,1265,0,0.005528,45,?
0,0,1,0,2,?,1340,0,1,60,?
3,0,2,0,26,17906,0.409505,0,0.30794,56,?
0,1,0,0,7,5000,0.156969,2,0.155551,61,?
4,0,4,0,7,4536,1.749614,0,0.221141,54,?
0,0,1,0,6,4900,0.172618,0,0.005067,75,?
3,0,1,0,9,?,2926,0,0.590773,46,?
3,1,0,0,5,1680,0.815586,2,0.79569,44,?
1,0,0,0,8,8879,0.222185,0,0.295454,59,?
0,0,2,0,11,9000,0.374292,0,0.782937,54,?
1,0,11,0,24,15184,1.279684,0,0.586287,69,?
0,0,2,0,21,3398,0.572521,0,0.227438,59,?
0,0,1,0,9,3166,0.349858,0,0.20148,31,?
0,0,3,0,21,21333,0.525405,0,0.07793,64,?
3,0,1,0,7,3000,0.812729,0,0.625747,49,?
?,2,0,2,4,?,431,0,0.98004,34,?
0,0,1,0,8,8550,0.470822,4,1.005961,53,?
0,0,1,0,13,4575,0.635708,0,0.032897,52,?
0,0,0,0,4,?,7,0,0.007224,73,?
0,0,0,0,11,6000,0.036494,1,0.242704,42,?
1,0,0,0,4,5000,0.191762,0,0,34,?
2,0,2,0,4,10973,0.178695,0,0.060458,33,?
0,0,1,0,8,?,2056,0,0.052189,72,?
0,0,0,0,2,1120,0,0,1,23,?
0,0,1,0,5,?,1200,0,0,53,?
0,1,0,0,8,5000,0.082783,0,0.313798,61,?
0,0,2,0,6,4583,0.681937,1,0.819711,31,?
0,0,2,0,12,2083,2.196257,1,0.104959,55,?
1,0,1,0,22,3120,1.338033,0,0.560609,56,?
0,0,1,0,9,15583,0.163629,0,0.052156,61,?
1,0,2,0,8,11250,0.32246,0,0.21811,55,?
2,0,1,0,20,8900,0.345017,0,0.887488,44,?
0,0,0,0,19,?,516,0,0.083487,71,?
0,0,1,0,5,?,3420,0,0.066898,51,?
0,0,0,0,7,5250,0.138831,0,0.013098,33,?
2,0,0,0,5,3675,0.020403,0,0.040142,46,?
?,0,0,0,7,?,13,0,0.01559,74,?
2,0,1,0,2,1675,0.766706,0,0.497501,45,?
0,0,1,0,6,3864,0.537387,0,0.801824,59,?
0,0,1,0,4,2916,0.51217,0,0.333455,46,?
0,0,2,0,12,6450,0.780654,0,0.882935,42,?
0,0,1,0,3,6000,0.24096,0,0.509498,28,?
0,0,1,0,8,2720,0.45057,0,0.432928,53,?
2,0,0,0,4,5916,0.070982,0,1,39,?
1,0,0,0,10,4200,0.1383,1,0.089701,64,?
1,0,0,0,9,4334,0.287659,0,0.550778,40,?
1,0,1,0,11,6602,0.233379,0,0.063413,51,?
3,0,2,0,17,0,4142,0,0.108286,41,?
1,0,1,0,11,6200,0.244477,0,0.073973,66,?
1,0,1,0,11,?,1890,0,0.76425,32,?
2,0,1,0,4,1500,2.203198,0,0.935339,52,?
0,0,2,0,9,6000,0.526079,0,0.117136,58,?
0,0,2,0,13,?,2008,0,0.091119,60,?
0,0,0,0,17,2740,0.388909,0,0.149294,80,?
0,0,0,0,0,?,0,0,1,43,?
2,0,1,0,12,5750,0.474874,0,0.364979,48,?
1,0,1,0,11,8000,0.634546,1,0.399366,58,?
0,0,1,1,15,7500,0.179176,0,0.071958,63,?
2,1,2,0,16,5833,0.421323,3,0.311042,48,?
1,0,2,0,8,4416,0.321712,0,0.062193,37,?
0,0,0,0,12,4914,0.315565,0,0.777939,45,?
1,0,0,0,3,4500,0.12575,2,0.614386,38,?
0,0,2,0,9,4000,0.812297,0,0.037966,70,?
0,0,0,0,2,850,0.116334,0,1,34,?
3,0,1,0,15,4583,0.456806,1,0.867949,62,?
0,0,1,0,8,5400,0.188854,0,0.054191,54,?
0,0,1,0,8,2800,0.363799,1,0.020406,45,?
1,0,0,0,5,3500,0.211368,0,0.435014,44,?
0,0,1,0,4,4901,0.366993,0,0.704317,53,?
0,0,0,1,2,920,0.42671,2,1,25,?
0,0,1,0,15,15000,0.100327,0,0.016771,63,?
2,0,1,4,2,2916,0.649983,1,1,40,?
0,0,0,0,6,2083,0.014395,0,0.020384,86,?
0,3,0,2,5,2500,0.360656,3,0.947235,37,?
3,0,0,6,5,4100,0.186052,0,1.029363,32,?
0,0,0,0,1,?,18,1,1.356984,30,?
0,0,1,0,8,4653,0.42673,0,0,63,?
0,0,2,0,13,2400,1.441899,0,0.065781,63,?
0,0,1,0,3,5817,0.190272,0,0.647714,63,?
0,0,1,0,7,7600,0.218129,0,0.018934,59,?
0,0,2,0,16,6107,0.242305,0,0.270918,61,?
0,0,1,0,6,6609,0.260666,0,0.110997,71,?
0,0,0,0,4,?,129,0,0.169456,62,?
1,0,3,0,9,7435,0.461135,0,0.516522,56,?
?,0,0,0,1,?,2,0,0.009276,51,?
?,0,0,0,3,?,152,0,0.179622,68,?
0,0,1,0,5,?,850,0,0.160883,37,?
0,0,0,0,4,8916,0.00628,0,0.094595,54,?
?,0,0,0,1,?,0,0,0,94,?
2,0,1,0,4,6805,0.165148,0,0.004355,46,?
0,0,1,0,6,1350,1.670614,0,0,34,?
1,0,1,0,7,3861,0.34464,0,0.911788,44,?
