@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
0,0,1,0,2,3001,0.269487,1,0,46,?
0,0,1,0,12,?,3886,0,0.521467,63,?
2,0,1,1,3,5200,0.251106,0,1,39,?
0,0,0,0,7,?,9,0,0.002414,47,?
0,0,0,2,10,3000,0.221926,2,1.01068,85,?
1,0,2,0,10,9700,0.278322,0,0.164427,46,?
2,0,1,0,17,4703,0.261054,0,0.003555,51,?
0,0,0,0,1,2000,0,0,0.004166,63,?
0,0,1,0,7,3671,1.083333,0,0.666587,29,?
1,0,0,0,4,6626,0.159952,0,0.375009,28,?
0,0,0,0,3,800,0.644195,0,0.918902,30,?
0,0,0,0,6,2000,0.163418,0,0.131935,30,?
2,0,3,0,12,14100,0.315368,0,0.084443,55,?
0,0,0,0,4,?,0,0,0,32,?
0,0,2,0,7,?,2267,0,0.065629,64,?
0,0,2,0,17,8170,0.747277,0,0.973783,54,?
0,0,0,0,9,5000,0.095381,0,0.001144,57,?
0,0,1,0,6,3000,0.607131,0,0.03077,40,?
0,0,1,0,12,8000,0.152981,0,0.018788,62,?
0,0,2,0,11,10500,0.186744,0,0.051898,73,?
0,0,1,0,10,?,1788,0,0,71,?
?,0,0,0,2,?,5,0,0.036193,26,?
0,0,0,0,1,?,15,0,0.026149,74,?
0,0,1,0,9,7180,0.2884,0,0.01282,54,?
0,0,1,0,8,4840,0.47139,0,0.006359,74,?
0,0,1,0,7,12600,0.301881,0,0.047538,49,?
3,0,3,0,8,10350,0.475316,0,0.201823,43,?
0,0,1,0,3,2062,0.629666,0,0.079309,27,?
0,0,0,0,5,5343,0.146707,0,0.334592,40,?
2,1,2,0,5,5900,0.426368,0,0.072066,48,?
0,0,1,0,7,?,3803,0,0,43,?
2,0,1,0,11,9000,0.247084,1,0.117889,53,?
2,0,5,0,15,3750,2.153559,0,0.016134,43,?
1,0,0,0,10,3500,0.37475,0,0.140697,74,?
0,0,2,0,9,?,1700,0,0.122858,65,?
?,0,0,0,3,?,13,0,0.003695,59,?
3,0,0,0,4,3252,0.054104,0,0.238778,33,?
0,0,1,0,6,?,911,0,0.048815,69,?
0,0,1,0,7,4800,0.26182,1,0.291628,52,?
2,0,1,0,8,18001,0.263971,0,0.8011,41,?
2,0,1,0,15,4410,0.685105,0,0.501452,49,?
0,0,1,0,10,3658,0.455862,0,0.376137,49,?
3,0,1,0,11,2200,0.63244,0,0.038778,53,?
0,0,1,0,13,1750,0.6996,0,0.21524,61,?
0,0,6,0,16,3586,2.158907,2,0.904568,49,?
1,0,0,0,4,2394,0.382463,0,0.453716,47,?
0,0,2,0,8,6262,0.26904,0,0.074636,37,?
?,0,0,0,13,?,653,0,0.019788,66,?
1,0,1,0,14,5466,0.342601,0,0.282952,53,?
1,0,3,0,10,4500,0.467452,0,0.053783,67,?
0,0,0,0,16,7600,0.096172,0,0.033484,43,?
0,0,2,0,11,10000,0.309669,0,0.217838,31,?
2,0,1,0,7,10374,0.224,0,0.105232,54,?
2,0,1,0,6,4200,0.627946,3,0.499873,38,?
0,0,1,0,5,3900,0.22789,0,0.043067,69,?
0,0,0,0,3,1000,0.518482,0,1,66,?
0,0,1,0,5,?,5110,0,0,73,?
1,0,5,0,20,15833,0.58747,0,0.679605,58,?
1,0,1,0,7,3333,0.653869,0,0.181382,32,?
0,0,0,0,6,2000,0.368316,0,0.344447,60,?
0,0,1,0,9,5698,0.192841,0,0.04358,62,?
0,0,0,0,2,2550,0.109761,1,1.003992,28,?
0,98,0,98,0,?,255,98,1,68,?
0,0,1,0,9,?,1324,0,0.003333,56,?
0,0,0,0,5,7338,0.001363,0,0,85,?
1,0,0,0,10,3970,0.056661,1,0.895681,57,?
1,0,2,0,22,11666,0.259364,0,0.194979,57,?
0,0,1,0,8,5989,0.428881,0,0.948017,42,?
1,0,2,0,12,13000,0.295823,0,0.077114,75,?
0,0,1,0,6,?,2151,0,0.504997,43,?
0,0,0,0,9,7850,0.136288,0,0.019074,70,?
0,0,1,0,19,?,3995,1,0.35453,49,?
3,0,4,0,17,4741,1.01202,0,0.176117,40,?
0,0,0,0,8,5300,0,0,0,80,?
1,0,1,0,12,?,2316,0,0,52,?
3,0,1,0,12,7000,0.269676,0,0.261554,47,?
3,0,2,0,13,7583,0.268592,0,0.042296,42,?
0,0,0,0,4,1440,0.008328,0,0.321343,35,?
0,0,0,0,2,2796,0.025027,0,0.156456,33,?
0,0,0,0,3,1350,0.219097,0,0.629874,26,?
1,0,2,0,14,9500,0.461109,0,0.208045,53,?
0,0,1,0,3,?,922,0,0,58,?
0,0,1,0,13,?,2566,0,0.017338,49,?
0,0,3,0,10,8833,0.644555,0,0.295019,62,?
0,0,2,0,16,5063,0.62342,0,0.237873,51,?
2,0,1,0,6,1,749,0,0.326391,39,?
0,0,1,0,9,7000,0.51864,1,0.187334,43,?
0,0,0,0,6,2775,0.033141,0,0.756037,33,?
0,0,2,0,9,?,2591,0,1,75,?
0,98,0,98,0,3166,0.007578,98,1,37,?
0,0,2,0,9,?,3133,0,0.257903,54,?
0,0,0,0,5,1500,0.498334,0,0.359245,29,?
2,0,1,0,20,10579,0.115028,0,0,44,?
1,2,2,7,7,3712,0.996499,2,0.988005,31,?
0,0,1,0,9,?,1452,0,0.192301,57,?
1,0,1,0,7,4416,0.450532,0,0.288598,39,?
0,0,2,0,5,3637,0.371633,0,0,42,?
3,0,1,0,13,17000,0.209458,0,0.351678,45,?
3,0,2,0,24,9820,0.526423,0,0.173079,39,?
0,0,1,0,11,10228,0.343435,0,0.576462,62,?
0,0,2,0,9,4583,0.747164,0,0.616946,63,?
0,0,1,0,4,3250,0.20363,0,0.104316,55,?
0,1,0,1,2,10416,0.032543,0,1,58,?
?,0,1,0,2,?,1446,0,0.073847,31,?
2,0,2,0,15,6233,0.919955,1,0.226938,39,?
0,0,2,0,11,?,2627,0,0.191738,51,?
2,0,2,0,10,9750,0.308276,0,0.006071,62,?
2,0,3,0,11,4870,0.686512,0,0.055154,42,?
0,0,0,0,2,3800,0.003946,1,0.516966,55,?
0,0,0,1,4,1800,0.232093,2,0.35964,29,?
0,0,1,0,10,7500,0.204906,0,0.005741,58,?
0,2,0,0,7,?,409,2,0.460285,58,?
3,1,3,0,7,10917,0.52244,0,0.51815,53,?
0,1,0,0,1,2000,0,0,1,54,?
0,0,0,0,9,7800,0.206256,0,0.00595,48,?
1,0,0,0,6,7844,0.001275,0,0.005188,64,?
0,0,1,0,4,3500,0.436447,0,0.065625,48,?
1,0,1,0,8,7201,0.37684,0,0.84626,49,?
0,0,1,0,14,?,3166,0,0.886754,52,?
0,0,3,0,10,?,13251,1,0.316431,69,?
3,0,1,0,7,9800,0.566371,0,0.166468,52,?
0,0,0,0,6,2400,0.465223,0,0.625346,53,?
1,0,0,0,4,5416,0.003323,0,0.020643,61,?
0,0,3,0,9,6666,0.624419,1,0.85185,72,?
0,0,2,0,15,7182,0.212307,1,0.090318,41,?
0,0,1,0,7,?,1587,1,0.049409,46,?
2,0,2,0,14,11400,0.131743,0,0.079014,54,?
0,0,1,0,9,3195,0.228098,0,0.014319,72,?
0,0,4,0,11,8000,0.468441,1,0.002709,61,?
2,0,2,0,12,1,1711,1,0.208872,49,?
0,0,0,0,2,?,14,0,0.021955,87,?
0,1,0,3,2,?,1330,1,1,34,?
2,0,1,0,4,0,977,1,0.184198,35,?
0,0,1,0,7,?,2066,0,0.134456,50,?
3,0,0,0,3,9993,0.060937,0,0.225326,39,?
1,0,0,1,3,4400,0.042263,1,1,30,?
0,0,0,0,6,?,939,2,1,51,?
2,0,2,0,3,10616,0.141471,0,0,42,?
0,0,2,0,6,7161,0.179419,0,0.091492,68,?
0,0,0,0,6,6666,0.0009,0,0.004822,66,?
0,0,1,0,9,1300,0.476556,0,0.530161,33,?
1,0,2,0,11,?,3840,0,0.336867,36,?
0,0,0,0,2,1711,0.088201,0,0.252037,35,?
0,0,0,0,9,5200,0.385695,0,0.927695,41,?
0,0,0,0,1,4500,0.004221,0,0.066493,69,?
0,0,1,0,17,6000,0.41793,0,0.285903,40,?
0,0,3,0,24,2750,2.711741,0,0.344153,54,?
2,0,3,0,27,3100,1.055788,1,0.143054,50,?
0,0,1,0,12,?,1488,0,0.063459,56,?
1,1,2,0,22,5700,0.377828,2,0.004189,53,?
2,0,0,0,5,6081,0.312068,0,0.879738,45,?
0,0,0,0,3,1815,0.155837,1,1.016983,57,?
2,0,1,0,5,4646,0.391866,0,0.321368,42,?
0,0,3,0,13,13000,0.37351,0,0.649172,71,?
1,0,1,0,9,6672,0.22149,0,0,59,?
1,0,2,0,16,6278,0.40086,0,0.15371,64,?
5,0,2,0,9,6545,0.262909,0,0.208747,48,?
2,0,1,0,9,7000,0.359234,0,0.509675,36,?
0,0,1,0,10,4854,0.390937,0,0.619607,53,?
2,0,2,0,13,10600,0.600038,1,0.796,43,?
0,0,2,0,13,0,2944,0,0.380214,62,?
0,0,0,0,6,3800,0.208892,0,0.986556,27,?
0,0,0,0,3,?,621,0,0.789442,32,?
0,0,0,0,11,4060,0.324797,3,0.997231,46,?
1,0,2,0,5,26000,0.251875,0,0.179851,54,?
2,0,2,0,16,5456,0.548653,5,0.935217,45,?
0,0,1,0,10,?,1158,0,0.152824,58,?
1,0,3,0,15,7100,0.458386,1,0.108773,66,?
3,0,2,0,8,8600,0.257877,0,0.061078,51,?
2,1,1,1,6,4878,0.330396,1,0.438341,37,?
1,0,4,0,9,8500,0.509705,1,1,52,?
0,0,1,0,6,13406,0.236817,0,0.327334,35,?
4,0,1,0,9,6954,0.309418,0,0.296225,37,?
0,0,1,0,3,4500,0.225283,0,0.031799,54,?
?,0,1,0,5,?,972,0,0.030564,50,?
0,0,2,0,11,4624,0.424649,0,0.198049,43,?
2,0,1,0,9,6033,0.622638,0,0.374871,40,?
0,0,0,0,4,2000,0.292854,0,0.710857,30,?
2,0,0,0,4,5070,0.115362,0,0.667633,27,?
0,0,1,0,7,6916,0.245627,0,0.367158,35,?
3,0,0,0,7,13167,0.118545,1,0.992627,36,?
2,0,2,0,14,9987,0.537245,3,0.445842,47,?
3,0,0,0,5,3351,0.192422,0,0.226033,38,?
0,0,2,0,10,2500,1.320272,0,0.888548,44,?
3,0,0,0,1,?,0,0,1,46,?
0,0,0,0,0,4333,0.000231,0,1,55,?
3,0,1,0,8,9764,0.249872,0,0.060858,47,?
1,1,2,2,4,?,3539,3,1,36,?
4,2,0,0,1,2000,0.005497,0,1.282392,35,?
2,0,1,0,3,11000,0.158531,0,1,41,?
?,0,1,0,5,?,1797,0,0.015719,49,?
0,0,2,0,10,5175,0.714838,0,0.635867,63,?
2,0,1,0,7,12975,0.256242,1,0,51,?
0,0,2,0,4,?,3536,0,0,53,?
0,0,0,0,4,5408,0.240155,0,0.699145,53,?
0,0,1,0,5,?,3451,0,0.094483,62,?
0,0,2,0,17,7000,0.332524,0,0.045063,75,?
0,0,0,0,3,100,0,0,0,80,?
0,0,1,0,10,6666,0.294135,0,0.034105,62,?
2,0,2,0,11,6952,0.379261,0,0.500894,41,?
2,2,2,0,13,4800,0.685066,1,1.014493,48,?
0,0,2,0,5,5345,0.497942,0,0.601814,45,?
1,0,0,0,2,?,25,0,0.084992,67,?
0,0,1,0,2,?,1387,0,0.555656,60,?
1,0,0,1,2,?,437,0,1,54,?
0,0,0,0,2,?,2,0,0.007199,69,?
0,0,0,0,4,4000,0.106473,0,0.008763,47,?
0,0,0,0,4,1733,0.251442,1,0.379749,30,?
1,0,4,0,7,4166,0.652028,0,0.021064,45,?
0,0,1,0,10,7250,0.24769,0,0.060711,56,?
0,0,0,0,3,?,39,0,0.028037,87,?
2,0,2,0,10,4000,0.458885,0,0.694458,41,?
0,0,1,0,11,6375,0.167033,0,0.000401,45,?
0,0,2,0,7,8500,0.345489,0,0.758129,58,?
2,0,0,0,5,5000,0.009398,0,0.031959,65,?
1,0,0,0,9,7300,0.004794,0,0.024021,62,?
0,1,0,0,8,2500,0.343063,0,0.732601,31,?
0,0,0,0,1,5000,0.004799,0,0,80,?
1,0,0,0,7,?,104,0,0.014546,61,?
3,0,0,0,7,?,522,0,0.950198,26,?
1,0,0,0,17,14421,0.158993,1,0.078785,66,?
1,0,0,1,3,3201,0.109619,1,1.066611,35,?
5,0,1,0,11,8990,0.280169,3,0.412849,48,?
0,0,3,0,35,11100,0.404918,0,0.077425,66,?
0,0,1,0,8,2800,1.245984,0,0.954379,57,?
2,0,2,0,6,5100,0.317585,0,0.344102,47,?
1,0,0,0,6,5680,0.247844,0,0.530643,27,?
4,0,1,0,3,8600,0.063248,0,0.329367,55,?
0,0,0,0,4,?,6,0,0.021852,90,?
3,0,0,0,15,?,1382,0,0.850273,48,?
1,1,1,1,3,2200,0.402999,1,1,41,?
0,0,1,0,5,5000,0.437512,0,0.070998,53,?
0,0,2,0,13,6250,0.513518,1,0.227562,61,?
0,0,1,0,11,3862,0.053844,1,0.004762,59,?
2,0,3,0,18,10000,0.679032,4,0.522514,50,?
0,0,2,0,4,6006,0.239054,1,1,53,?
0,0,0,0,3,2900,0.04757,0,0.761239,25,?
2,0,0,0,5,2923,0.199726,0,0.144825,27,?
3,0,2,0,7,12500,0.230782,0,0.099128,50,?
2,0,2,0,6,13750,0.283761,0,0.161233,45,?
0,0,1,0,18,5024,0.359602,0,0.039555,58,?
0,0,0,0,2,4743,0.112352,1,1,24,?
0,0,0,0,4,3614,0.126971,0,0.354824,38,?
0,0,1,0,6,7800,0.155237,0,0.169358,35,?
?,0,1,0,7,?,1773,0,0.593084,63,?
0,0,1,0,12,5500,0.600254,0,0.09685,51,?
2,0,3,0,12,8100,0.275275,0,0.036794,40,?
0,0,2,0,12,4235,0.499528,0,0.398443,91,?
0,0,0,0,3,?,344,0,0.107193,24,?
3,0,1,0,12,10000,0.225777,0,0.098297,31,?
1,0,2,0,19,11000,0.443505,0,0.025438,69,?
1,0,1,0,33,10148,0.437876,1,0.502521,60,?
0,0,2,0,7,10000,0.336266,0,0,55,?
0,0,0,0,4,0,29,0,0.020143,35,?
0,0,1,0,18,2300,0.982182,0,0.244962,51,?
0,98,0,98,0,2534,0,98,1,33,?
0,0,0,0,1,?,0,0,1,63,?
1,0,2,0,13,6496,0.332461,0,0.055029,54,?
1,0,1,0,15,7465,0.362577,0,0.51915,50,?
2,0,1,0,10,14000,0.15756,0,0.057816,48,?
0,1,5,0,22,11833,0.749535,0,0.466982,58,?
0,0,1,0,4,3000,0.550483,1,0.447043,43,?
0,0,0,0,4,?,9,0,0.013159,50,?
2,0,2,0,11,3125,0.49936,0,0.075977,49,?
0,0,0,0,4,5716,0.152003,0,0.768107,40,?
0,0,1,0,4,?,1246,0,1,60,?
0,0,0,0,1,764,0,0,1,25,?
0,0,3,0,15,?,2744,0,0.00503,75,?
0,1,1,0,12,5563,0.413551,2,0.156975,29,?
1,0,0,0,6,2995,0.051736,0,0.628983,43,?
1,0,1,0,18,9166,0.2521,0,0.03171,67,?
0,0,1,0,5,7200,0.302597,0,0.000099,49,?
0,0,0,0,5,0,1,0,0.001705,77,?
3,0,3,0,25,18366,0.311428,0,0.043721,42,?
0,0,1,0,3,6833,0.21832,0,0.574643,53,?
1,0,1,0,12,9958,0.308264,0,0.018884,55,?
0,0,3,0,20,6087,0.705486,0,0.434008,65,?
1,0,3,0,12,8400,0.156886,0,0.232551,73,?
2,0,2,0,12,5290,0.513703,0,0.042876,52,?
1,0,2,0,13,6832,0.139178,4,0.478503,69,?
0,0,2,0,3,8666,0.230183,0,0.049048,39,?
6,0,2,0,13,6539,0.37156,0,0.300506,39,?
0,0,0,0,13,5000,0.116977,0,0.019542,74,?
2,0,1,0,8,7500,0.197974,0,0.0004,55,?
0,0,0,0,2,1700,0.134627,0,1,26,?
0,0,4,0,9,7036,1.117522,0,0.107486,61,?
0,0,0,0,0,6123,0.001796,0,1,26,?
1,0,0,0,7,2800,0.499464,2,0.591378,53,?
0,0,4,0,10,4038,0.767269,0,0.05495,61,?
0,0,0,0,7,2768,0.505237,1,0.392005,49,?
0,0,1,0,14,10472,0.096725,0,0.063622,65,?
?,0,0,0,7,?,195,0,0.092967,86,?
2,0,1,0,3,9167,0.269524,0,0.030698,39,?
0,0,2,0,12,4906,0.48869,1,0.058315,78,?
0,2,0,0,10,?,1637,1,0.990378,55,?
1,0,3,0,27,16500,0.469669,0,0.16936,50,?
0,0,0,0,8,7243,0.072336,1,0.088612,25,?
0,0,0,0,11,10500,0.041996,3,0.124003,71,?
3,0,0,2,12,?,565,2,0.667919,33,?
1,0,2,0,11,13500,0.307237,0,0,66,?
3,0,0,0,4,7509,0.190945,0,0.562337,37,?
3,0,1,0,6,?,2462,0,0.079147,51,?
2,0,1,0,15,5500,0.620251,0,0.041875,44,?
3,0,2,0,8,8450,0.312152,0,0.388405,35,?
4,2,1,0,8,3000,0.619793,5,0.395039,66,?
0,0,0,0,4,?,0,0,0,85,?
1,0,2,0,7,9079,0.324339,0,0.142084,54,?
3,0,3,0,10,32633,0.351566,0,0.261885,44,?
0,0,3,0,14,9916,0.371987,0,0.063052,42,?
0,0,0,0,2,4800,0.009581,0,0.066064,72,?
1,0,2,0,10,9734,0.262044,1,0.953289,36,?
4,0,2,0,6,7003,0.31068,3,0.143943,46,?
0,0,2,0,12,5000,0.589482,0,0,58,?
0,0,1,0,6,?,1626,0,0.001376,53,?
0,0,0,0,2,?,128,0,0.092976,88,?
1,0,0,0,4,4333,0.122289,0,0.498679,33,?
0,0,0,0,21,4167,0.395393,1,0.849552,62,?
0,0,0,0,5,3681,0.210212,0,0,32,?
2,0,3,0,11,9791,0.567096,0,0.051,66,?
0,0,1,0,4,?,1853,0,0.049744,62,?
0,0,1,0,9,5600,0.815926,1,0.565164,44,?
0,0,2,0,4,12000,0.263978,1,1.021396,54,?
0,0,1,0,3,?,730,0,0.026653,52,?
?,0,0,0,1,?,118,0,0.000909,90,?
1,0,1,0,11,13250,0.20572,1,0.116573,59,?
0,0,2,0,4,4583,0.258726,0,1,71,?
0,0,0,0,14,8700,0.028962,0,0.004168,76,?
0,0,0,0,6,?,354,0,0.291175,47,?
0,0,0,3,9,2817,0.484741,2,0.875985,78,?
4,0,2,0,26,4470,0.585551,0,0.137508,53,?
1,0,2,0,8,11835,0.354596,0,0.141611,63,?
4,0,1,0,18,5166,0.751113,0,0.12573,49,?
0,0,2,0,7,?,1674,0,0.079996,49,?
0,0,1,0,7,?,3509,0,0.00832,70,?
0,0,0,0,3,?,62,0,0.045735,69,?
0,0,1,1,9,1800,1.05719,0,1,49,?
0,4,2,0,14,?,2487,6,0.892611,50,?
0,0,1,0,9,4000,0.44114,0,0.379472,63,?
0,0,0,0,6,4433,0.141858,0,0.526895,43,?
1,0,1,0,14,16667,0.12911,0,0.007469,59,?
0,0,2,0,8,5500,0.477913,0,0.11147,43,?
0,0,0,0,11,1800,0.320378,0,0.655241,33,?
1,0,3,0,7,5500,0.618069,0,0.917907,36,?
0,0,0,0,5,4166,0.111351,1,0.846213,33,?
0,0,1,0,2,1500,1.052632,0,1,53,?
1,0,1,0,11,5300,0.593473,0,0.005555,42,?
2,0,2,0,10,10000,0.231977,0,0.27752,57,?
5,0,0,1,8,?,2128,1,0.802723,38,?
0,0,0,0,16,2500,0.069572,0,0.059338,66,?
0,3,1,3,3,3999,0.37175,1,1,52,?
3,0,1,0,16,6213,0.464757,0,0.074019,34,?
0,0,0,0,3,2961,0.13842,0,0.151257,26,?
0,0,0,0,0,3600,0.002777,0,1,58,?
0,0,0,0,3,4373,0.003658,0,0.018877,43,?
2,0,1,0,11,5651,0.20913,0,0.08702,53,?
?,0,0,0,6,?,463,0,0.027724,49,?
0,0,0,0,7,6500,0.005845,0,0.030822,81,?
0,0,0,1,6,4500,0.447456,1,0.884465,37,?
3,2,0,0,5,5559,0.041906,0,0.516998,46,?
4,0,1,0,9,10666,0.115121,0,0.736977,49,?
0,0,0,0,1,?,0,0,0,26,?
1,0,0,1,7,4966,0.130864,1,0.750333,47,?
1,0,1,0,14,6000,0.505749,1,0.995286,42,?
1,0,0,0,9,6366,0.111984,0,0.001089,67,?
2,0,1,1,3,1400,0.692363,0,1,44,?
1,0,0,0,4,17666,0.017207,0,0.00015,60,?
0,0,0,1,4,?,316,0,0.522199,34,?
0,0,2,0,16,10833,0.316319,0,0.068624,53,?
0,0,1,0,7,4500,0.20862,0,0.235327,61,?
1,0,1,0,9,5900,0.374174,0,0.272422,43,?
0,0,0,0,7,3920,0.07039,0,0.086416,43,?
1,0,1,0,9,8400,0.37067,0,0.75777,63,?
0,1,0,0,5,?,989,0,0.952032,46,?
0,0,2,0,14,5600,0.317086,1,0.209128,60,?
3,0,0,0,11,?,1603,0,0.489061,42,?
2,0,0,0,7,2999,0.388333,0,0,52,?
0,0,1,0,11,4000,0.309423,0,0.050424,47,?
0,0,2,0,8,9800,0.333129,0,0.976847,65,?
0,0,1,0,5,7000,0.374804,1,1,49,?
?,0,0,0,5,?,0,0,1,89,?
3,0,1,0,4,6200,0.259313,0,0,42,?
0,0,1,0,10,14750,0.113348,0,0.110274,61,?
0,0,1,0,5,3790,0.504352,0,0.136918,35,?
1,0,0,0,5,1858,0.423884,0,0.848804,30,?
1,0,0,0,15,2191,0.066606,0,0.006244,39,?
1,0,0,0,0,6000,0,0,1,55,?
?,0,0,0,3,?,274,0,0.188436,80,?
?,0,0,0,3,?,36,0,0.058241,88,?
0,0,0,0,5,4500,0.302599,0,0.520035,26,?
0,0,1,0,5,8000,0.28009,0,0.371218,70,?
3,0,0,0,5,11230,0.073457,0,0.021119,47,?
0,0,3,0,19,7288,0.473453,0,0.00632,57,?
1,0,1,0,13,6725,0.414214,0,0.042504,42,?
0,0,1,0,5,?,1392,0,0.006814,52,?
0,0,0,0,3,3100,0.149307,0,0.863137,51,?
2,0,0,0,6,5035,0.195393,0,0.241869,33,?
?,0,1,0,3,?,4577,0,0.164624,45,?
0,0,1,0,19,4040,0.281119,0,0.021312,54,?
1,0,0,0,8,2916,0.173809,0,0,34,?
0,0,0,0,9,4710,0.217576,0,0.702763,39,?
0,0,0,0,5,3600,0.220494,0,0.056453,78,?
1,0,1,0,10,3089,0.347573,0,0.0938,49,?
2,0,1,0,3,2500,0.267893,0,1,33,?
0,0,2,0,8,6900,0.315317,1,0.191025,63,?
0,0,1,0,9,10666,0.251711,0,0.012137,48,?
0,0,0,0,7,2010,0.194928,0,0,53,?
0,0,2,0,4,?,2066,0,0,47,?
0,0,0,0,3,7666,0.121169,0,1,56,?
0,0,0,0,3,?,585,0,0.485751,63,?
1,0,0,1,2,4150,0.105758,2,1,54,?
0,0,1,0,18,8857,0.567961,0,0.138638,59,?
2,0,0,0,2,?,197,0,0.00999,43,?
0,0,1,0,11,5000,0.825835,0,0.543903,37,?
0,0,2,0,10,3450,0.241959,6,0.170567,67,?
0,0,2,0,6,?,1168,0,0.629895,67,?
0,0,0,0,3,6262,0.009101,0,0.047271,59,?
0,0,0,0,9,5200,0.216112,0,0.992735,49,?
1,0,0,0,7,1178,0.58609,0,0.749611,25,?
2,0,2,0,4,5040,0.493354,3,0.948674,55,?
0,0,2,4,14,?,3241,0,0.180321,53,?
0,0,0,1,4,3000,0.268577,0,0.591611,32,?
0,0,2,0,13,?,3644,0,0.045045,60,?
1,0,1,0,18,15416,0.073425,0,0.00338,61,?
2,0,0,0,4,7900,0.013289,0,0.186654,44,?
